vehicle_id,submission_time,arrival_time,departure_time,required_energy
39,0.04,0.47,8.23,63.06
4,0.12,0.2,5.08,33.14
34,0.13,0.62,7.88,51.65
23,0.17,0.24,1.67,9.25
21,0.21,4.61,9.15,37.07
33,0.21,2.32,5.02,18.88
38,0.24,0.62,5.18,45.5
6,0.32,0.57,4.33,35.4
20,0.37,1.36,5.75,34.89
27,0.43,1.19,4.56,28.95
10,0.53,7.01,14.65,54.66
37,0.6,3.2,7.46,36.43
9,0.8,1.3,5.27,25.9
30,0.92,6.3,9.86,22.56
35,1.07,1.33,9.69,65.74
7,1.4,1.89,3.03,10.69
18,1.75,2.0,6.18,37.3
3,2.24,2.59,11.29,65.63
40,2.6,5.27,12.69,60.03
31,2.7,4.52,11.16,56.81
11,2.82,3.33,6.62,21.5
19,3.18,3.69,5.7,13.68
26,3.31,3.69,5.92,16.07
13,3.71,6.32,8.17,12.63
24,4.18,4.66,10.85,57.58
22,4.36,7.08,10.0,20.57
16,4.36,5.05,12.37,57.44
1,4.4,4.46,5.86,8.57
12,4.53,4.66,9.33,46.36
8,4.59,5.55,10.47,31.61
25,4.93,6.5,8.06,10.27
2,4.98,5.29,7.68,17.96
32,5.54,6.5,7.74,7.52
29,5.65,5.75,10.6,45.39
28,5.86,6.66,8.34,10.43
14,6.29,6.78,12.75,47.87
36,6.69,7.1,10.6,29.22
15,6.9,7.02,12.46,45.17
17,7.12,7.74,9.22,10.57
5,7.41,7.68,11.22,26.76
