vehicle_id,submission_time,arrival_time,departure_time,required_energy
8,0.11,1.42,8.22,59.91
16,0.13,0.61,5.12,45.08
17,0.14,0.16,3.94,33.41
3,0.17,1.15,7.6,55.05
11,0.26,0.29,2.04,9.63
12,0.44,1.31,6.85,44.37
9,0.64,2.38,9.61,57.91
7,0.87,0.93,4.04,22.46
10,0.92,1.89,5.74,36.16
13,1.01,1.6,5.56,29.26
2,1.14,1.61,5.48,33.16
6,1.54,2.73,8.69,46.19
18,1.79,2.74,4.43,9.61
20,2.57,2.67,9.89,51.9
19,2.75,3.0,7.24,34.59
15,2.88,3.06,8.15,43.84
5,3.0,3.51,8.04,31.79
1,3.17,4.0,7.06,26.35
14,3.3,3.64,9.75,48.81
4,3.52,3.99,10.6,43.49
