vehicle_id,submission_time,arrival_time,departure_time,required_energy
13,0.04,0.24,3.09,18.88
9,0.05,0.2,1.49,12.82
18,0.07,0.26,2.86,22.31
16,0.1,1.49,4.66,19.37
6,0.25,0.97,6.82,41.18
8,0.28,0.33,2.09,13.29
15,0.35,0.49,7.96,53.02
10,0.43,1.86,3.96,12.21
1,0.58,3.01,10.76,61.48
2,0.75,1.37,3.95,20.03
11,0.77,1.53,6.92,38.01
3,0.98,1.1,5.76,44.94
7,1.02,1.65,8.93,51.68
14,1.11,3.53,5.02,9.97
19,1.5,3.11,8.66,46.4
12,2.55,3.68,10.53,47.25
17,3.07,3.66,9.08,41.0
4,3.26,3.48,5.09,9.28
5,3.41,3.52,6.41,20.34
20,3.55,4.0,10.11,45.72
