vehicle_id,submission_time,arrival_time,departure_time,required_energy
25,0.01,3.44,9.63,52.41
44,0.09,2.48,4.72,13.36
35,0.1,2.24,8.85,54.72
48,0.35,3.4,9.77,42.82
17,0.38,0.64,4.76,28.06
36,0.41,0.61,5.75,50.37
20,0.41,0.99,7.77,62.38
37,0.43,6.53,8.66,12.67
1,0.53,1.3,2.56,8.79
39,0.59,4.38,9.72,48.5
13,1.52,9.05,13.4,30.91
2,1.56,9.88,10.73,7.67
49,1.63,9.98,11.07,8.57
31,1.83,7.88,10.26,18.39
46,2.33,8.39,15.03,62.11
43,2.48,5.36,10.81,49.03
9,2.77,9.18,14.87,40.82
12,2.85,7.2,11.73,27.77
14,2.86,3.67,5.28,12.26
47,3.0,3.45,4.94,9.67
16,3.06,3.89,8.6,43.23
22,3.08,3.94,9.48,50.22
21,3.43,4.16,11.22,59.55
38,3.6,4.32,10.72,62.64
3,3.66,5.66,12.51,63.17
7,3.73,8.92,15.63,65.21
11,3.95,4.31,9.27,39.8
27,4.1,4.96,11.37,56.15
33,4.26,7.25,10.2,26.59
40,4.31,4.64,7.16,18.2
32,4.38,4.94,9.52,43.06
26,4.41,4.84,10.72,39.36
41,4.55,5.53,11.95,55.63
24,4.62,5.21,12.11,50.76
45,4.9,5.76,11.65,52.64
28,5.04,5.91,11.2,48.6
19,5.1,5.25,13.28,59.22
15,5.39,8.66,11.84,22.32
42,5.74,5.9,9.86,26.71
5,5.78,7.36,14.82,54.09
18,6.13,6.54,10.08,28.72
30,6.43,6.76,10.33,22.31
8,7.4,8.13,10.09,11.67
10,7.64,8.01,11.42,28.61
23,7.92,8.57,11.27,18.61
29,8.01,8.1,11.63,24.61
50,8.52,9.09,10.36,7.78
34,8.74,9.07,11.12,20.02
4,8.82,8.99,12.99,26.66
6,9.68,9.81,17.64,64.87
