vehicle_id,submission_time,arrival_time,departure_time,required_energy
24,0.01,0.06,5.35,51.56
45,0.02,0.02,4.03,26.36
27,0.04,0.31,4.88,44.39
44,0.07,0.09,5.64,39.79
36,0.14,7.27,9.89,19.92
46,0.22,1.04,3.94,26.87
30,0.36,0.66,6.49,41.39
32,0.38,3.21,9.49,41.19
11,0.41,8.8,11.87,20.5
37,0.43,0.73,5.82,33.04
5,0.48,0.75,5.21,44.08
33,0.55,0.66,6.43,41.05
43,0.61,0.85,7.38,58.53
9,0.7,8.56,15.3,51.86
10,0.72,1.04,6.01,44.7
12,0.9,2.62,3.86,8.11
1,1.1,1.17,6.72,49.42
4,1.16,4.52,6.91,18.74
40,1.35,3.12,9.41,42.51
49,1.55,1.9,9.19,56.01
14,1.74,6.54,9.58,23.88
41,1.76,1.91,7.73,39.75
8,1.94,2.83,6.04,28.07
31,1.96,2.29,9.75,52.0
47,2.12,2.29,8.0,44.26
29,2.46,2.8,7.74,40.75
48,2.58,3.52,8.63,42.61
7,3.1,5.19,8.94,21.99
19,3.24,9.63,16.75,49.04
34,3.45,3.92,10.5,52.87
2,3.54,7.57,8.57,5.71
17,3.58,7.36,9.92,16.46
28,3.61,7.36,13.37,46.32
35,3.93,4.03,6.82,20.14
38,4.01,4.11,6.67,16.33
23,4.01,4.93,7.45,22.33
16,4.51,4.9,5.93,8.65
20,4.71,9.06,11.72,16.93
25,4.87,5.8,13.32,59.85
50,5.58,6.13,13.88,64.8
22,6.06,6.58,14.24,59.59
18,6.36,9.43,12.12,22.64
39,6.41,6.46,8.95,23.85
26,7.26,7.94,10.74,18.26
6,7.28,7.9,14.76,52.09
42,7.45,9.96,11.59,13.6
3,7.78,8.31,12.27,26.35
21,7.8,8.2,13.44,39.96
13,8.68,8.69,15.35,60.13
15,9.01,9.68,10.7,9.78
