vehicle_id,submission_time,arrival_time,departure_time,required_energy
195,0.08,0.8,5.52,47.15
48,0.1,1.55,5.33,34.61
49,0.14,19.45,21.56,19.33
34,0.15,0.67,4.97,39.41
35,0.17,0.33,4.85,41.39
105,0.18,0.43,5.56,46.98
97,0.27,3.47,4.06,5.91
65,0.29,0.64,3.43,25.54
13,0.35,0.79,1.56,7.06
141,0.36,1.14,4.77,33.33
55,0.47,26.57,28.62,20.55
125,0.56,15.75,22.89,65.51
198,0.56,0.62,6.84,62.17
115,0.76,0.87,5.58,47.12
60,1.14,3.76,4.64,8.77
140,1.26,20.02,23.67,36.51
121,1.37,3.08,8.49,49.58
63,1.49,33.96,36.64,26.82
2,1.53,31.23,32.83,15.97
9,1.55,2.14,4.04,17.39
154,1.73,5.14,6.09,9.45
17,2.26,16.13,21.89,57.59
199,2.28,2.52,7.45,49.32
40,2.29,9.56,14.54,49.73
156,2.44,3.38,5.19,18.03
25,2.46,3.7,5.4,17.0
30,2.47,3.22,4.85,16.24
80,3.2,6.42,8.16,17.39
145,3.58,4.03,10.49,59.26
172,3.62,15.0,21.41,58.76
124,3.63,20.59,21.66,10.73
26,3.66,4.09,5.13,9.57
186,3.7,35.35,40.37,50.22
168,3.76,4.19,9.2,50.1
47,3.8,6.26,12.17,54.11
83,3.88,23.65,25.15,13.79
200,4.1,8.13,13.37,52.38
20,4.19,5.08,6.29,11.08
39,4.23,8.85,10.62,16.2
191,4.25,5.75,8.14,23.9
38,4.25,5.14,11.55,64.1
100,4.58,6.15,8.94,27.84
7,4.61,4.92,10.01,46.68
178,4.75,20.56,24.15,32.94
22,5.01,20.16,23.37,32.14
113,5.01,6.58,11.28,47.05
50,5.06,12.25,14.72,22.59
15,5.18,9.92,10.71,7.27
111,5.31,6.91,10.25,30.65
159,5.85,16.49,18.05,14.32
107,5.87,7.75,12.94,51.89
157,5.9,28.61,30.06,14.56
41,6.33,7.19,7.94,7.48
112,6.54,9.39,11.48,19.14
150,6.63,8.6,12.15,35.51
12,6.76,8.26,14.77,59.69
180,6.77,8.81,13.22,44.11
164,7.09,7.18,12.85,52.03
142,7.17,35.35,39.84,41.11
139,7.56,8.26,14.01,57.52
3,7.57,24.98,31.62,60.8
176,7.63,17.96,22.87,49.15
120,7.7,8.17,13.63,54.59
116,8.09,8.21,10.77,23.48
128,8.22,26.28,27.9,14.9
11,8.42,34.81,40.04,47.95
37,8.68,8.82,14.28,54.61
21,8.7,9.6,11.07,14.62
182,8.85,9.29,15.24,54.55
192,8.87,9.08,12.08,27.46
175,8.88,9.63,10.99,13.55
134,9.1,10.89,12.86,19.76
5,9.18,34.1,38.4,43.03
1,9.37,9.69,15.34,56.53
102,9.74,11.28,12.59,13.14
169,9.76,17.28,18.92,16.42
193,10.26,33.77,36.44,26.64
28,10.31,10.72,15.54,44.24
163,10.6,17.21,23.57,63.6
148,10.68,10.78,13.46,26.87
170,10.96,11.56,13.52,17.97
85,11.17,11.94,14.8,26.21
86,11.41,11.46,15.98,41.48
127,11.63,14.36,20.63,62.67
93,11.66,11.92,17.13,52.06
87,11.69,12.24,15.52,32.79
99,11.7,12.28,15.63,30.75
23,11.75,12.41,13.77,13.66
197,12.22,12.95,17.96,50.03
70,12.29,12.81,14.31,13.72
114,12.34,13.33,15.2,18.63
19,12.52,28.07,34.85,62.24
188,12.55,20.35,26.61,62.61
135,12.93,38.51,42.25,37.41
61,12.96,13.71,15.5,17.9
110,13.27,13.32,19.5,61.73
53,13.28,28.61,34.46,58.47
167,13.72,14.4,16.42,20.2
72,13.82,31.09,32.62,15.29
73,14.02,14.91,20.34,49.8
151,14.05,14.54,20.93,63.89
98,14.4,15.37,19.83,44.6
106,14.42,25.76,32.36,60.45
