vehicle_id,submission_time,arrival_time,departure_time,required_energy
32,0.0,0.2,6.27,58.24
12,0.16,3.45,7.75,41.24
15,0.41,0.81,2.44,15.68
8,0.43,1.15,4.67,33.21
14,0.49,5.37,9.83,38.79
13,0.55,0.95,4.96,25.59
7,0.55,1.5,4.6,20.35
35,0.6,4.89,6.25,10.07
40,0.68,5.33,11.56,50.11
31,0.9,4.03,8.29,34.9
38,0.92,1.33,8.76,63.84
19,0.96,1.78,9.72,63.95
16,0.98,1.33,9.82,63.72
39,1.2,1.31,3.99,16.4
3,1.47,2.17,6.0,32.36
30,1.84,3.84,6.4,24.34
24,1.96,2.89,9.12,46.77
17,2.16,2.22,10.31,64.62
25,2.31,3.09,8.63,51.35
33,2.31,2.66,8.58,40.39
37,2.32,2.43,3.58,11.2
10,2.85,4.06,8.67,41.92
1,3.72,5.28,8.83,25.64
21,3.79,3.92,11.37,64.87
5,3.96,5.63,10.62,40.92
20,4.0,4.03,6.08,13.05
4,4.37,4.78,5.84,7.68
9,4.44,5.26,13.61,65.84
11,4.57,7.98,14.37,62.39
6,4.79,5.52,10.19,46.52
18,5.14,6.73,7.55,5.93
23,5.21,5.32,14.1,65.11
27,5.32,5.83,13.49,64.88
28,5.52,5.56,6.71,10.82
2,5.85,5.96,7.49,11.44
34,6.29,6.35,12.23,40.12
36,6.53,6.8,12.28,43.56
22,6.67,6.76,13.57,57.85
26,7.03,7.94,12.66,39.17
29,7.28,7.67,9.58,17.97
