vehicle_id,submission_time,arrival_time,departure_time,required_energy
51,0.13,0.81,3.26,14.65
57,0.13,1.17,6.86,50.2
83,0.16,12.25,18.81,56.09
59,0.19,3.1,4.13,7.46
52,0.24,1.23,4.41,21.71
26,0.25,0.3,4.2,26.19
11,0.3,4.02,10.17,44.83
18,0.35,1.82,8.27,49.57
92,0.47,0.59,4.35,26.66
40,0.76,2.94,9.03,39.49
29,0.79,6.3,13.11,48.2
81,0.8,15.99,20.29,42.28
21,0.89,3.85,11.92,65.59
93,1.18,1.37,9.4,59.42
94,1.35,7.0,11.04,39.84
82,1.7,2.46,4.3,16.34
76,2.09,2.75,6.56,35.58
62,2.1,2.64,10.18,62.87
36,2.11,11.87,15.28,22.42
89,2.18,6.12,11.11,34.91
66,2.26,13.3,15.28,11.68
44,2.31,4.6,5.82,11.87
60,2.34,2.91,8.92,54.86
68,2.39,2.6,7.21,28.69
53,2.65,8.66,13.95,48.09
99,2.74,8.21,10.5,22.91
55,2.76,5.84,12.67,46.99
84,3.02,3.31,8.37,33.88
30,3.4,4.26,7.17,17.9
3,3.41,13.04,15.85,21.51
98,3.45,3.6,9.24,47.7
27,3.53,8.28,15.13,61.21
74,3.57,3.94,5.98,18.9
19,3.67,3.71,12.36,63.69
17,3.98,4.37,10.31,43.51
22,4.13,4.45,8.87,38.0
45,4.52,15.4,21.55,58.78
69,4.55,16.56,23.36,62.48
72,4.66,14.96,19.48,42.38
39,4.68,4.69,9.0,32.57
47,4.68,5.09,6.84,12.94
63,5.0,5.93,12.01,52.23
13,5.02,5.08,11.12,59.77
32,5.21,5.79,9.29,22.07
25,5.41,15.65,17.97,13.5
42,5.53,10.3,15.05,40.69
1,5.81,15.1,19.42,30.72
97,6.23,10.7,17.43,54.88
12,6.36,15.7,20.94,40.26
8,6.75,14.75,18.4,22.53
43,6.92,12.58,17.79,34.45
9,7.03,12.17,18.26,51.0
24,7.43,8.33,10.42,17.29
78,7.56,7.84,11.79,39.01
38,7.57,7.74,12.95,49.88
41,7.66,7.72,13.46,52.07
90,7.81,9.72,10.86,10.56
54,7.88,8.72,14.82,60.9
31,7.96,8.58,16.76,62.75
2,8.23,14.85,22.03,49.52
87,8.51,8.53,9.81,11.71
64,8.55,9.14,14.42,34.58
96,8.65,9.14,12.26,30.21
14,8.7,9.04,12.04,20.17
73,8.83,19.48,21.37,14.12
20,8.95,17.65,21.45,37.45
48,9.43,15.73,19.13,30.98
16,9.47,14.87,20.11,50.61
95,9.71,18.07,20.27,14.4
37,10.01,10.82,17.22,58.31
46,10.28,16.98,24.12,54.97
91,10.45,10.91,14.59,21.61
7,10.49,14.25,19.37,43.93
100,10.67,11.46,15.15,35.67
56,11.01,11.74,18.62,60.65
71,11.58,11.75,18.66,49.21
70,11.6,12.3,15.44,23.49
15,12.25,16.42,22.26,42.46
35,12.81,13.05,18.84,38.79
5,13.04,13.2,14.93,15.78
4,13.55,13.98,16.68,21.25
88,13.84,19.24,23.92,31.75
79,13.87,14.82,19.09,32.62
85,14.88,15.3,18.57,32.15
49,15.7,18.42,22.17,34.68
67,15.93,16.55,21.53,34.39
61,15.97,16.09,20.38,42.07
10,16.21,17.17,21.93,33.08
86,16.3,16.51,24.27,61.3
80,16.49,17.47,23.99,54.49
58,16.66,19.22,23.2,35.84
65,16.67,17.38,19.21,16.08
50,16.83,16.93,21.63,35.05
77,16.84,16.91,21.85,30.43
34,16.98,17.43,18.19,5.98
28,17.28,17.98,24.79,56.48
23,18.25,19.12,23.63,37.98
75,18.69,18.8,21.29,21.82
33,18.85,19.56,23.92,40.27
6,18.92,19.23,24.79,38.28
