vehicle_id,submission_time,arrival_time,departure_time,required_energy
4,0.04,0.17,3.8,26.28
14,0.06,1.51,4.92,21.79
8,0.1,2.75,6.49,25.12
12,0.18,1.22,8.62,63.88
18,0.35,2.06,5.13,23.29
16,0.4,0.47,2.09,15.89
19,0.45,1.52,5.42,32.1
2,0.54,0.82,7.27,52.28
11,0.66,0.71,6.1,42.35
15,0.83,2.55,3.42,7.06
13,0.88,1.7,8.8,56.1
17,1.02,2.22,9.61,60.27
20,1.02,1.63,3.9,19.59
7,1.18,1.51,3.88,23.0
10,1.19,1.49,7.17,52.78
1,1.22,2.44,9.87,54.86
6,2.01,2.28,9.49,62.42
9,2.22,2.51,6.36,35.59
5,2.51,3.33,8.98,51.25
3,3.06,3.98,5.63,11.87
