vehicle_id,submission_time,arrival_time,departure_time,required_energy
34,0.04,0.93,8.64,53.55
31,0.11,6.05,7.33,10.76
13,0.12,0.26,5.47,35.24
24,0.2,2.09,7.25,44.73
27,0.3,3.37,6.49,29.03
17,0.45,1.15,7.25,44.15
11,0.45,1.63,7.31,38.29
29,0.51,0.56,6.79,56.22
33,0.6,1.59,8.05,53.75
26,1.01,1.19,7.86,51.07
38,1.07,1.23,3.7,23.93
30,1.21,3.27,9.41,48.75
4,1.27,2.63,6.49,28.12
6,1.39,2.87,11.22,62.44
2,1.42,2.67,7.69,35.27
9,1.82,6.96,8.61,10.91
18,1.98,2.73,5.1,17.51
32,2.01,2.64,3.52,8.54
12,2.09,3.87,7.33,26.1
19,2.17,5.29,13.13,63.73
7,2.36,2.38,5.15,16.69
1,2.42,4.71,10.17,51.0
5,2.49,2.88,7.97,46.8
25,2.54,3.56,8.15,41.33
15,2.74,5.72,8.18,16.2
10,2.83,7.47,10.66,26.5
23,2.98,3.66,6.29,18.19
8,3.4,3.69,8.02,40.86
37,3.92,3.96,9.24,48.3
21,4.36,4.47,7.12,20.56
40,4.42,4.99,10.81,48.67
28,4.67,5.2,11.62,55.66
39,4.67,7.6,10.34,17.18
20,5.1,5.57,12.64,63.38
35,6.0,6.87,11.12,27.98
36,6.34,6.99,11.17,26.02
14,6.61,7.06,13.77,52.66
22,6.75,6.83,11.95,34.48
3,7.12,7.13,13.64,56.12
16,7.18,7.66,15.42,61.14
