vehicle_id,submission_time,arrival_time,departure_time,required_energy
9,0.0,0.3,5.91,55.08
23,0.05,0.49,4.33,36.99
10,0.09,2.56,10.68,63.5
35,0.16,1.92,7.93,56.75
12,0.24,0.83,8.13,59.98
19,0.43,2.31,10.91,65.45
31,0.47,0.79,6.39,42.32
3,0.48,5.22,6.54,11.36
36,0.68,0.93,8.42,57.67
22,0.99,1.19,6.64,37.13
20,1.42,2.3,3.47,6.94
16,1.58,6.18,11.31,33.47
28,1.78,4.98,6.5,9.69
39,2.5,3.24,7.57,31.68
13,2.5,2.9,9.13,54.42
18,2.68,2.87,7.8,33.22
15,2.69,6.46,9.25,22.49
26,3.17,6.48,9.78,27.1
37,3.6,4.09,12.08,60.88
11,3.63,3.94,9.85,49.19
21,3.66,5.41,11.61,56.0
6,3.86,4.6,10.26,41.27
7,3.98,4.94,11.49,46.98
33,4.08,6.65,12.15,51.02
34,4.14,4.29,11.68,56.54
5,4.41,5.35,8.63,22.2
1,4.46,5.98,13.56,56.78
24,4.72,7.05,12.36,35.18
4,4.92,5.56,12.95,59.13
2,5.11,6.05,12.09,44.53
29,5.18,6.08,9.99,35.73
27,5.52,5.58,8.48,19.5
30,5.55,6.05,13.93,58.58
25,5.57,7.75,12.5,42.79
38,5.69,5.78,13.1,52.56
32,6.31,6.76,13.49,55.43
40,6.47,7.22,8.47,11.9
14,6.77,7.42,13.88,46.54
17,7.13,7.41,14.61,56.33
8,7.53,7.84,13.6,48.07
