vehicle_id,submission_time,arrival_time,departure_time,required_energy
7,0.02,0.37,5.6,46.6
11,0.04,0.73,3.67,23.38
20,0.04,1.39,7.44,54.9
18,0.08,0.93,4.0,26.73
10,0.15,0.21,8.88,64.05
6,0.34,1.22,5.14,33.88
19,0.42,0.53,4.41,27.75
2,0.47,2.08,9.68,63.73
16,0.49,0.6,6.71,44.9
5,0.52,1.6,5.84,26.13
1,0.57,2.58,5.78,20.74
14,0.63,0.94,5.34,42.76
9,0.64,1.2,6.15,40.96
4,0.76,3.9,10.56,63.28
12,1.43,2.16,7.08,35.27
17,1.56,1.7,3.42,10.45
8,2.07,2.28,5.95,24.36
13,2.61,3.67,8.46,36.79
3,3.18,3.83,8.98,44.99
15,3.42,3.92,5.09,9.35
