vehicle_id,submission_time,arrival_time,departure_time,required_energy
10,0.0,0.71,6.43,53.3
7,0.01,0.05,3.03,18.66
1,0.07,1.91,4.62,19.71
9,0.09,0.2,3.29,25.22
19,0.24,0.69,6.07,42.63
8,0.31,0.38,6.81,58.44
6,0.42,2.45,6.26,29.51
17,0.57,0.66,3.87,22.03
16,0.65,2.78,6.47,33.41
15,0.78,1.07,8.61,63.8
14,0.88,1.32,4.46,29.89
2,1.13,3.08,9.91,54.81
11,1.3,1.36,8.0,53.61
5,1.31,2.56,3.56,7.2
12,1.4,2.16,6.95,36.12
13,2.53,3.65,10.94,62.94
3,2.93,3.39,10.28,59.9
20,3.17,3.72,6.83,22.64
18,3.39,3.8,6.18,18.05
4,3.69,3.82,5.97,16.49
