vehicle_id,submission_time,arrival_time,departure_time,required_energy
22,0.05,0.12,0.82,5.84
98,0.29,0.45,3.84,25.2
37,0.34,3.95,6.7,20.41
69,0.37,0.7,6.61,58.6
85,0.55,1.7,6.92,41.41
77,0.75,16.21,19.03,21.87
24,0.81,2.11,5.95,34.86
89,0.81,10.65,18.34,59.25
80,0.9,5.29,8.55,25.9
23,1.07,16.9,18.95,15.77
39,1.18,10.21,15.78,46.97
97,1.24,1.48,2.74,11.15
86,1.25,6.92,8.24,10.01
49,1.29,16.57,18.16,9.42
90,1.3,2.11,9.05,50.81
13,1.7,2.37,9.23,49.31
88,1.89,2.1,3.5,11.93
31,1.91,2.19,7.81,40.98
95,1.92,18.25,21.99,31.26
26,2.37,10.66,11.6,6.31
1,2.56,18.48,21.03,15.59
79,2.61,2.73,6.83,29.5
38,2.7,2.79,4.46,11.04
73,2.7,3.49,8.52,44.38
53,2.72,3.57,8.71,35.57
72,2.82,15.25,18.52,19.91
62,3.03,3.15,7.31,35.0
57,3.16,10.0,16.93,63.18
100,3.38,6.65,7.71,7.72
35,3.57,10.27,11.77,9.29
19,3.69,4.94,10.61,45.46
28,3.72,3.81,7.44,34.85
44,3.74,4.08,6.48,18.55
7,3.87,9.09,10.15,6.08
14,3.95,4.16,7.51,21.24
2,4.08,4.66,9.88,41.32
61,4.1,11.86,18.5,55.14
16,4.18,5.63,12.2,49.36
82,4.25,5.49,12.61,50.01
12,4.38,5.54,11.59,56.83
83,4.38,4.96,7.31,13.77
29,4.47,4.86,11.41,50.19
9,4.58,6.56,13.23,54.9
50,4.65,8.15,10.4,19.76
48,4.71,19.2,24.1,48.69
8,4.78,7.48,8.99,14.9
11,4.95,5.42,10.75,45.04
41,5.08,16.89,18.29,7.75
21,5.49,6.34,12.83,63.71
64,5.74,13.79,15.99,12.74
45,5.81,8.18,11.0,20.19
78,5.96,18.01,24.21,60.43
65,6.11,6.9,11.95,47.96
43,6.21,7.11,13.2,45.03
66,6.32,7.23,8.27,8.03
46,6.49,9.12,12.42,19.19
40,7.33,18.89,26.28,54.53
6,7.37,16.22,20.27,32.88
15,7.51,15.45,20.36,45.36
63,7.61,16.35,21.23,30.8
36,7.63,14.06,18.2,29.82
93,7.72,7.84,9.09,8.9
42,7.86,8.02,14.01,45.85
81,8.36,8.56,16.55,65.12
20,8.48,18.37,22.8,41.69
3,8.89,9.18,13.38,25.74
58,8.93,17.39,22.6,32.18
59,9.2,9.32,13.27,36.15
84,9.42,13.3,15.66,16.02
34,9.62,10.55,14.67,29.25
4,10.02,10.4,13.6,18.96
10,10.13,10.99,11.91,7.32
75,10.32,10.45,13.39,18.39
74,11.49,11.58,17.18,36.35
71,11.57,12.43,15.14,26.86
70,11.93,15.45,16.47,6.15
60,12.42,13.13,20.15,59.18
30,12.8,13.8,15.6,14.15
27,12.81,18.79,26.13,56.61
47,13.14,19.23,24.65,51.36
17,13.45,19.36,20.1,6.26
5,13.55,13.88,19.88,55.39
91,14.1,14.47,21.07,57.64
99,14.56,15.47,20.85,51.45
52,14.67,15.15,18.28,24.38
94,15.04,15.12,18.12,19.12
56,15.14,15.84,18.24,22.72
33,15.39,16.39,19.58,30.01
76,16.2,16.57,22.74,59.26
32,16.35,17.7,21.98,40.45
18,16.39,16.62,19.55,22.77
87,16.57,16.62,18.06,8.67
96,16.61,16.67,23.06,52.46
51,17.4,17.98,23.7,49.58
92,17.49,18.48,20.32,13.67
55,17.62,17.67,20.63,22.94
54,17.79,18.46,22.89,27.66
67,18.2,18.48,21.04,24.24
68,18.25,19.13,21.59,15.91
25,18.96,19.8,24.57,43.87
