vehicle_id,submission_time,arrival_time,departure_time,required_energy
11,0.09,0.46,3.78,30.39
92,0.11,0.13,4.88,43.47
78,0.14,30.3,32.32,20.18
62,0.14,0.46,4.21,37.51
200,0.18,19.79,24.74,49.49
101,0.25,1.32,5.98,42.76
183,0.29,38.68,40.16,13.58
9,0.29,1.2,7.25,60.54
100,0.33,0.94,3.9,29.6
28,0.4,0.95,4.74,37.95
68,0.43,0.54,7.65,65.21
131,0.47,0.63,2.78,19.76
89,0.49,4.54,5.24,6.97
29,0.55,0.93,5.73,44.02
74,0.59,1.08,2.82,15.95
178,0.66,1.83,8.07,62.38
137,0.69,1.37,7.33,54.62
81,0.72,4.83,11.75,63.39
77,0.84,9.62,14.47,48.45
112,0.88,1.01,3.92,26.66
169,0.94,1.85,3.05,11.06
128,1.1,2.07,4.22,21.51
69,1.12,1.47,5.08,36.13
60,1.23,8.88,10.57,16.83
16,1.32,2.05,7.84,53.15
86,1.4,21.81,27.68,58.69
140,1.48,7.87,11.79,39.21
35,1.68,14.77,18.44,36.76
165,1.69,2.02,6.25,42.33
191,1.72,2.49,5.21,24.98
59,1.86,1.91,6.33,40.54
82,1.94,28.79,32.35,32.7
115,1.98,2.0,3.09,10.06
50,2.01,15.66,21.42,52.83
14,2.04,8.2,12.19,36.59
13,2.25,2.25,4.14,17.26
150,2.26,14.47,17.48,30.09
199,2.26,16.57,18.7,21.26
157,2.36,34.81,37.89,28.26
124,2.47,18.26,21.14,26.43
106,2.62,10.46,11.94,14.84
123,2.71,4.68,7.57,28.91
67,2.75,3.59,5.4,18.09
146,3.02,18.7,20.09,13.89
130,3.19,6.82,9.64,28.14
23,3.43,6.92,8.6,15.37
39,3.52,4.44,8.55,41.03
40,3.57,16.49,18.59,21.0
80,3.64,16.36,20.3,39.33
133,3.79,4.61,11.11,65.09
190,3.91,8.3,8.89,5.97
113,3.99,4.5,10.76,62.63
12,4.35,5.32,7.91,23.8
4,4.36,33.68,37.06,33.8
176,4.46,4.79,5.43,5.88
173,4.54,15.98,21.14,51.62
108,4.62,4.76,9.13,43.61
24,4.64,14.49,17.09,25.96
57,4.93,10.08,15.34,48.25
164,4.96,5.14,8.31,31.68
91,5.19,30.55,31.7,11.47
193,5.42,18.91,22.6,36.95
179,5.58,21.4,26.83,54.32
83,5.77,9.9,15.41,55.09
148,5.87,9.67,13.94,42.69
37,5.88,17.25,18.35,10.08
1,5.91,8.63,10.09,13.39
64,6.05,7.59,9.96,23.69
32,6.18,7.06,8.74,15.39
