vehicle_id,submission_time,arrival_time,departure_time,required_energy
45,0.06,0.06,3.38,21.38
41,0.08,0.64,3.8,18.38
48,0.15,0.54,6.65,41.63
5,0.26,0.41,1.43,5.94
11,0.26,0.49,8.33,65.59
38,0.29,4.21,10.57,55.48
27,0.34,0.6,3.86,24.21
30,0.34,0.68,7.39,54.73
21,0.43,1.01,3.61,21.25
13,0.77,1.35,6.56,43.38
19,1.08,3.03,4.18,8.96
24,1.1,1.59,5.53,28.88
14,1.19,1.67,6.82,34.21
32,1.43,1.45,5.31,25.23
42,1.57,3.13,6.38,26.85
4,1.98,5.33,11.31,38.89
22,2.03,9.52,15.7,55.57
23,2.29,2.52,8.91,51.05
25,2.34,5.26,8.9,32.0
31,2.4,9.57,11.85,17.75
44,2.41,6.28,9.34,27.68
36,2.57,9.7,10.9,9.04
46,2.77,3.56,11.76,61.21
1,2.98,8.77,9.58,6.75
40,3.16,4.14,8.44,33.16
26,3.28,4.25,7.58,28.75
10,3.58,5.08,10.73,51.93
9,4.26,4.88,11.25,60.86
39,4.42,5.92,8.86,17.45
17,4.46,5.34,8.5,31.21
15,4.77,5.39,6.09,6.18
37,5.17,8.97,11.9,27.08
20,5.4,6.4,14.0,60.61
6,5.86,9.12,10.42,8.89
16,6.46,7.38,8.78,10.29
12,6.59,7.42,11.43,26.6
29,6.75,7.1,13.58,59.75
3,6.9,8.54,15.23,56.16
18,7.1,8.09,13.82,38.13
28,7.21,8.0,10.75,27.07
2,7.63,7.95,10.1,13.71
35,7.84,7.86,10.59,22.79
50,7.88,9.32,13.25,35.67
34,8.31,9.05,13.47,37.03
7,8.34,8.94,16.41,65.94
8,9.0,9.42,16.17,50.1
33,9.2,9.93,11.23,7.29
47,9.24,9.83,14.58,34.43
43,9.28,9.88,12.4,15.25
49,9.95,9.96,10.64,6.36
