vehicle_id,submission_time,arrival_time,departure_time,required_energy
78,0.26,5.75,9.52,35.52
44,0.44,7.4,11.32,38.43
82,0.58,1.08,6.61,36.14
25,0.67,6.16,10.39,38.91
65,0.67,9.65,16.08,51.39
68,0.68,2.32,3.73,11.96
42,0.71,1.88,4.48,24.27
7,0.8,0.91,3.71,22.28
35,0.87,2.62,6.1,23.34
100,1.06,1.25,4.09,21.42
97,1.13,9.67,16.15,44.77
43,1.34,4.14,8.89,30.52
87,1.43,1.47,3.78,19.42
71,1.48,3.14,10.53,53.88
21,1.51,18.43,23.34,42.95
95,1.53,1.6,8.06,45.82
57,1.65,2.28,5.96,33.19
84,1.81,2.6,5.65,20.34
79,2.01,2.47,10.28,63.25
11,2.18,5.24,9.75,40.42
1,2.23,4.24,6.35,12.53
93,2.53,3.75,7.83,25.34
69,2.55,2.63,7.31,34.84
19,2.57,2.78,8.32,43.23
86,2.68,16.06,17.7,12.41
75,2.78,16.24,17.62,8.78
63,2.79,3.49,7.21,28.05
58,3.07,9.59,13.38,24.7
8,3.09,3.32,4.95,14.81
16,3.54,3.82,6.07,22.24
5,3.87,15.84,20.89,34.23
12,4.11,5.73,7.72,15.23
74,4.26,6.04,12.54,61.0
31,4.26,18.59,23.99,53.53
45,4.27,11.55,17.89,51.07
18,4.3,4.75,6.85,12.42
85,4.37,7.7,10.53,19.22
90,4.43,15.81,22.53,47.59
66,4.56,15.08,19.71,32.26
67,4.59,9.05,13.51,29.65
30,4.61,15.05,18.5,31.21
9,4.75,15.84,19.61,24.96
39,4.79,5.45,11.71,50.98
29,5.06,6.73,14.34,57.48
48,5.11,5.44,11.1,50.23
49,5.16,6.47,12.22,37.65
70,5.8,8.25,9.61,10.41
4,5.97,6.55,8.75,13.08
76,6.11,14.27,16.05,9.91
62,6.26,6.76,10.37,29.28
20,6.82,7.02,8.82,16.55
64,7.09,12.22,16.46,32.09
98,7.1,19.25,23.73,29.36
36,7.36,7.42,13.0,36.66
32,7.69,7.79,10.01,20.6
83,7.75,10.81,16.84,56.63
17,7.81,8.22,14.16,41.42
72,8.11,12.4,14.67,20.65
51,8.27,11.75,17.44,52.21
88,8.29,8.99,12.87,37.11
53,8.58,10.39,16.82,56.46
96,8.73,9.85,17.04,64.38
6,9.05,18.22,21.99,34.29
33,9.37,10.08,12.67,20.23
14,9.39,10.09,15.38,51.78
59,9.58,10.38,11.29,7.18
2,10.13,14.88,22.67,65.47
81,10.39,11.13,18.72,58.48
22,10.39,10.49,17.1,60.56
52,10.47,11.25,17.65,43.35
24,10.53,13.36,19.85,48.83
15,10.76,11.74,16.51,41.75
99,11.15,18.94,26.75,65.52
92,11.3,11.56,16.09,33.81
61,11.53,12.39,14.97,20.38
46,11.64,12.01,14.61,16.48
54,11.72,12.35,15.04,18.82
13,11.94,15.22,20.69,36.37
28,12.65,13.26,21.43,64.78
26,12.91,14.21,15.57,9.17
38,12.95,13.19,14.33,7.58
73,13.82,17.87,23.33,54.21
27,13.95,14.64,18.17,22.73
23,13.98,16.86,22.7,46.03
47,14.06,14.83,16.92,14.24
55,14.06,15.84,17.74,13.22
89,14.17,14.98,16.57,13.12
10,14.47,14.94,16.72,10.22
56,14.99,15.66,19.37,25.07
60,15.09,18.02,24.38,42.32
50,15.16,15.53,17.78,14.7
41,15.33,15.85,21.81,46.96
34,16.2,18.91,26.09,57.46
40,17.13,18.05,19.69,11.55
91,17.77,18.44,21.35,17.2
80,17.96,18.73,26.43,65.35
3,18.48,19.05,23.52,42.05
77,18.68,19.47,20.96,11.4
37,19.19,19.6,23.03,22.75
94,19.53,19.71,28.65,65.67
