vehicle_id,submission_time,arrival_time,departure_time,required_energy
15,0.06,0.08,5.95,45.9
12,0.07,0.18,4.09,28.9
14,0.27,0.54,6.39,50.42
4,0.34,0.93,7.05,51.42
7,0.4,0.45,2.26,10.04
13,0.52,1.57,4.19,23.79
2,0.6,0.84,7.5,52.78
9,0.64,0.92,6.73,49.44
8,0.73,3.45,6.21,25.85
3,0.81,0.83,6.8,42.13
5,0.97,2.77,3.66,6.35
1,1.01,1.12,7.91,57.13
10,1.03,1.09,9.79,65.38
19,1.1,1.36,2.23,6.07
20,1.37,1.83,5.79,32.35
6,1.45,1.48,4.16,19.23
16,1.45,1.51,3.73,19.61
18,1.5,1.51,2.58,6.84
11,1.54,1.91,5.29,27.72
17,2.03,2.92,4.52,12.61
