vehicle_id,submission_time,arrival_time,departure_time,required_energy
9,0.02,4.1,8.93,38.09
40,0.08,2.0,3.33,9.78
21,0.1,2.01,9.06,49.62
17,0.14,7.09,11.9,42.3
38,0.14,4.89,8.26,21.92
26,0.16,7.26,13.78,56.32
33,0.46,2.25,8.0,46.23
19,0.5,3.52,4.62,7.05
18,0.56,0.94,7.28,45.49
22,0.77,1.22,4.56,29.62
36,0.78,1.1,3.1,13.67
39,0.84,1.74,2.83,6.07
31,1.06,1.36,4.57,29.07
37,1.19,7.22,10.68,33.98
25,1.3,2.49,8.17,38.9
30,1.31,2.9,6.77,27.87
12,1.49,3.69,5.25,12.82
32,1.54,3.38,9.68,57.49
3,1.7,7.46,12.04,36.52
20,1.94,7.53,15.53,65.63
24,2.01,2.28,8.27,58.92
1,2.01,2.35,3.16,6.9
5,2.4,5.04,11.43,46.79
10,2.42,4.19,11.7,61.84
35,2.42,4.89,5.85,9.12
6,2.78,5.0,8.37,31.37
11,2.92,3.19,6.04,21.92
13,3.02,5.54,10.05,42.41
16,3.49,3.87,5.34,12.34
2,3.64,3.96,5.74,11.84
4,3.91,5.2,6.92,17.14
28,4.22,5.78,8.13,20.47
34,4.36,4.61,8.73,36.0
15,4.58,7.06,13.01,53.35
7,4.72,7.31,11.95,34.75
23,5.18,6.36,11.74,36.33
8,5.47,7.74,10.52,23.72
14,5.69,7.91,10.43,23.31
27,6.47,7.11,12.97,51.45
29,6.93,7.51,10.76,31.22
