vehicle_id,submission_time,arrival_time,departure_time,required_energy
10,0.04,1.84,8.76,49.04
2,0.12,3.05,9.3,48.24
42,0.15,0.83,4.94,35.65
33,0.16,5.8,7.61,13.82
30,0.18,0.84,6.47,45.45
45,0.23,3.49,4.39,7.31
11,0.23,1.97,5.36,22.49
43,0.25,0.35,4.45,31.72
5,0.34,0.64,9.31,64.94
31,0.41,7.96,15.07,49.24
46,0.41,3.92,6.37,22.21
4,0.45,1.68,7.35,55.71
20,0.59,0.72,5.77,45.98
9,0.64,8.72,14.7,59.52
25,0.74,3.56,6.08,14.75
17,0.88,1.77,5.8,29.47
12,0.89,6.87,13.08,41.87
22,0.89,1.3,3.59,16.1
15,0.91,1.47,5.74,34.99
40,0.99,1.6,4.25,26.25
1,1.12,8.78,15.74,54.49
49,1.32,2.02,5.24,27.4
35,1.39,1.78,5.15,23.95
14,1.47,1.59,7.93,61.18
44,1.91,3.43,10.38,52.0
19,2.07,4.16,11.86,53.32
28,2.3,2.95,8.94,55.47
6,2.43,5.57,12.43,51.81
32,2.47,5.23,11.47,48.9
13,2.49,3.81,11.01,57.0
24,2.69,6.38,7.19,5.88
47,2.73,7.41,8.02,5.73
41,3.04,5.88,11.76,44.53
37,3.17,5.02,11.22,53.63
23,3.3,6.66,11.61,30.88
16,3.45,4.14,5.14,8.11
18,3.57,8.72,10.06,9.6
8,3.73,8.47,15.04,47.78
36,3.87,6.38,11.04,39.55
39,4.11,7.25,10.64,19.86
50,4.15,4.99,13.02,64.82
34,4.19,5.43,8.32,23.92
27,4.21,6.97,12.2,37.74
21,4.31,4.43,12.73,61.82
7,5.05,9.04,9.96,7.72
26,5.2,5.57,6.7,10.35
3,5.77,9.75,15.76,50.8
38,6.3,8.43,14.46,55.98
48,6.77,8.37,13.21,45.44
29,7.19,9.87,13.29,24.65
