vehicle_id,submission_time,arrival_time,departure_time,required_energy
4,0.03,0.12,8.0,58.85
5,0.06,2.82,5.36,16.12
17,0.06,0.11,3.32,26.39
14,0.1,0.99,3.59,15.56
1,0.13,1.54,7.61,52.19
8,0.14,2.81,4.63,10.93
20,0.16,2.15,8.09,51.62
13,0.45,0.74,4.75,31.98
18,0.54,1.28,6.61,40.71
19,0.65,1.21,6.12,33.4
6,0.71,1.45,7.56,53.6
15,0.72,0.75,6.08,45.85
9,0.93,1.14,7.41,58.75
3,1.03,2.98,7.57,43.02
2,1.17,2.0,2.85,5.87
11,1.46,3.12,4.93,12.56
16,1.77,1.94,2.62,5.82
10,1.88,3.88,11.63,64.14
12,3.31,3.84,5.89,16.15
7,3.52,3.65,10.34,58.33
