vehicle_id,submission_time,arrival_time,departure_time,required_energy
45,0.0,0.05,3.15,19.7
22,0.07,0.47,5.91,53.43
17,0.13,0.43,1.89,8.54
47,0.14,0.58,1.57,6.21
44,0.15,3.0,8.34,35.34
43,0.16,4.25,6.68,23.53
15,0.17,0.64,3.11,16.86
42,0.25,1.28,8.12,55.43
33,0.29,1.28,8.16,55.86
40,0.29,1.38,9.34,60.52
3,0.3,1.01,6.54,40.09
38,0.37,1.71,6.05,38.58
5,0.37,3.6,6.79,27.36
19,0.55,2.02,7.71,38.02
30,0.62,2.72,5.03,15.37
11,0.74,1.48,2.97,11.16
46,0.87,1.34,7.91,63.25
18,0.88,3.22,6.35,25.86
35,1.26,5.16,8.63,23.26
9,1.27,2.03,8.74,59.1
37,1.29,2.69,8.59,44.58
23,1.33,3.79,6.23,15.43
10,1.46,6.14,13.56,64.66
7,1.74,5.79,10.7,44.26
16,1.93,5.15,12.64,62.49
8,1.93,6.21,8.74,15.33
25,2.39,2.51,4.35,10.69
39,2.53,5.37,10.66,49.39
31,2.56,7.13,12.62,40.84
28,2.58,2.91,5.55,23.68
4,2.69,3.62,7.22,23.32
1,2.8,6.75,9.43,26.01
24,2.81,9.38,16.75,64.98
34,2.89,3.05,6.55,21.67
50,3.04,6.24,12.2,59.5
13,3.35,6.15,10.09,32.14
29,3.42,7.6,10.57,25.3
32,3.47,5.64,9.57,34.26
14,3.67,4.25,6.22,12.39
26,3.83,8.34,9.26,8.2
41,3.85,4.84,10.0,47.65
2,3.87,4.2,9.03,39.72
12,4.66,8.61,10.21,8.93
49,4.73,6.77,13.73,59.94
27,4.84,7.48,9.34,15.75
36,4.88,5.88,10.7,35.35
20,5.17,6.68,9.77,30.87
21,5.73,7.05,9.21,17.43
6,8.38,8.81,11.55,22.27
48,8.41,8.58,16.19,57.04
