vehicle_id,submission_time,arrival_time,departure_time,required_energy
77,0.0,9.56,14.9,39.62
62,0.01,0.04,5.52,50.46
78,0.03,19.52,23.12,20.99
64,0.03,0.09,7.02,53.45
42,0.05,0.08,3.22,27.99
53,0.07,2.97,5.5,21.2
57,0.11,9.59,16.09,45.43
11,0.16,0.46,6.09,38.51
79,0.26,2.13,3.03,5.87
15,0.29,3.53,9.42,38.6
25,0.37,0.53,2.39,16.54
4,0.45,18.62,22.16,27.19
65,0.48,1.61,6.56,40.49
45,0.52,0.55,6.63,39.39
59,0.53,18.87,19.86,7.6
91,0.53,0.6,7.06,63.56
1,0.6,0.79,1.79,7.81
24,0.65,1.19,2.45,7.37
71,0.68,8.66,12.94,31.52
92,0.76,1.87,7.86,53.44
86,0.79,1.1,7.72,61.9
90,0.88,2.97,5.17,21.72
87,0.92,15.22,21.93,60.86
66,1.04,17.47,25.1,54.37
22,1.06,9.75,11.52,12.24
99,1.1,1.13,6.32,49.11
14,1.28,16.35,22.51,59.46
67,1.28,5.25,10.31,36.45
89,1.3,1.43,3.43,13.22
43,1.31,3.22,9.97,52.51
97,1.37,11.73,17.43,44.81
19,1.38,2.61,3.6,6.91
96,1.43,3.13,4.3,10.38
3,1.48,18.97,26.56,59.29
48,1.49,18.04,20.45,23.81
69,1.51,7.34,9.14,12.21
100,1.72,2.83,5.96,20.34
17,1.78,5.5,10.73,38.5
32,1.85,2.48,4.92,23.54
5,1.86,7.33,11.93,28.53
39,1.92,2.59,3.7,6.86
61,1.92,4.03,8.86,30.23
35,1.96,12.12,18.35,55.14
44,1.96,6.65,9.42,26.88
82,2.16,2.63,6.08,20.87
83,2.25,2.71,5.42,25.03
34,2.34,6.98,9.28,21.52
12,2.47,3.1,10.54,65.4
52,2.49,4.64,11.97,56.94
73,2.64,6.08,7.02,9.26
10,2.69,8.36,9.0,6.2
23,2.88,7.0,10.6,30.79
16,3.03,4.15,11.36,51.92
60,3.06,16.43,22.61,44.63
54,3.09,8.79,14.72,48.93
31,3.2,5.07,12.78,62.07
58,3.36,19.31,25.56,42.51
38,3.52,7.19,14.82,61.01
21,3.72,19.76,24.49,42.26
98,3.76,6.23,10.27,37.67
93,4.25,10.01,15.73,44.83
95,4.27,6.61,12.53,51.84
6,4.44,6.81,15.01,61.83
28,4.87,7.34,13.26,58.44
74,4.91,10.15,16.32,60.15
49,5.02,17.13,18.8,13.78
55,5.03,5.36,11.06,50.0
68,5.35,17.04,21.82,42.03
30,5.45,13.41,17.7,36.32
72,5.58,6.95,14.8,65.79
84,5.59,13.79,15.82,15.27
81,5.76,13.26,15.84,16.63
47,5.96,17.32,22.4,47.65
26,6.04,6.33,8.42,15.39
8,6.07,6.47,12.99,65.23
13,6.25,11.66,13.68,14.9
2,6.31,8.7,11.69,27.97
29,6.38,11.57,17.06,47.46
56,6.57,11.19,17.42,57.46
18,6.58,12.45,14.35,13.2
27,7.58,10.86,11.83,6.37
40,7.68,19.66,21.77,18.33
85,7.7,13.27,14.38,10.68
41,8.46,17.5,24.65,65.32
36,8.7,9.29,13.59,37.27
9,8.91,9.06,15.34,48.91
76,10.04,10.82,12.36,14.17
80,11.03,15.27,18.08,19.97
46,11.64,11.95,18.71,51.23
94,11.82,15.97,18.16,17.06
70,12.18,17.97,24.12,47.78
7,12.74,17.12,22.12,32.38
75,12.78,14.48,16.53,19.11
88,13.47,13.64,18.85,51.24
33,14.6,15.47,18.92,22.96
63,15.07,15.64,18.77,18.87
51,15.26,16.87,20.87,35.52
37,15.39,18.84,24.75,48.79
50,16.07,19.23,25.88,50.8
20,16.7,19.12,23.24,33.87
