vehicle_id,submission_time,arrival_time,departure_time,required_energy
99,0.01,0.03,1.08,6.88
53,0.06,0.18,3.1,22.04
8,0.08,8.73,13.92,47.35
55,0.16,1.1,5.32,36.86
51,0.27,0.82,5.26,40.12
23,0.27,0.81,5.6,47.06
78,0.27,1.17,6.82,51.97
85,0.32,1.56,5.85,40.18
96,0.33,0.58,6.57,42.4
47,0.38,8.3,10.02,13.1
94,0.41,0.44,5.19,46.56
69,0.45,2.87,10.85,59.17
35,0.49,0.9,8.42,59.96
59,0.49,0.7,7.29,57.44
1,0.51,19.37,20.76,9.45
73,0.51,4.86,12.23,64.63
19,0.61,1.89,8.66,57.07
95,0.65,2.49,8.03,37.22
41,0.75,2.45,5.05,21.88
88,0.8,2.28,6.24,37.25
29,0.86,9.66,13.62,28.98
12,0.96,2.25,2.96,5.58
60,0.97,2.63,6.39,36.34
67,1.02,14.68,20.2,47.98
100,1.07,11.59,16.07,41.81
27,1.09,1.14,8.39,51.87
45,1.1,10.68,13.85,25.65
81,1.12,14.43,17.87,33.19
43,1.21,3.59,6.76,26.56
50,1.24,14.53,16.54,14.1
82,1.26,1.61,9.48,58.13
48,1.37,1.84,6.19,30.68
80,1.44,12.78,18.79,44.98
58,1.56,4.27,10.97,53.51
22,1.63,2.85,6.82,25.95
61,1.79,3.95,12.84,65.63
34,1.85,5.47,7.33,18.21
91,2.09,16.52,20.49,36.85
68,2.25,13.65,15.22,15.19
11,2.26,16.82,23.15,41.6
79,2.39,2.95,6.56,30.44
87,2.59,5.59,12.51,65.98
54,2.62,6.11,14.2,64.11
14,2.65,19.45,20.61,8.71
75,2.7,4.04,8.06,30.42
63,2.78,16.99,23.61,57.88
6,2.85,8.07,12.64,28.04
15,2.91,3.68,10.11,54.5
72,3.03,11.26,17.61,53.5
57,3.05,14.1,21.62,61.05
7,3.06,4.22,9.21,36.61
25,3.37,15.86,21.0,49.42
86,3.4,4.8,12.36,57.1
39,3.54,4.13,8.08,32.17
37,3.63,7.42,8.69,7.93
10,3.99,15.59,21.12,49.92
30,4.01,18.93,21.83,19.41
74,4.18,9.31,14.03,32.88
89,4.46,16.07,22.36,53.04
66,4.54,5.62,11.82,61.81
20,4.63,8.03,9.53,9.72
32,4.69,5.79,13.79,59.04
46,5.18,6.13,14.08,54.91
84,5.34,8.87,13.92,33.57
76,5.5,7.03,8.31,10.2
28,5.66,14.82,17.14,17.31
13,6.06,10.81,17.74,63.18
26,6.08,7.24,10.44,31.98
5,6.09,19.06,20.55,10.14
18,6.11,7.29,12.32,34.16
42,6.83,18.18,26.23,60.17
24,6.88,11.26,14.71,23.28
3,7.15,12.07,16.46,42.71
33,7.18,7.67,13.01,38.0
36,7.57,19.15,26.27,62.68
62,7.92,13.39,19.21,53.77
17,8.18,8.25,10.53,21.7
4,8.45,13.46,16.16,20.05
40,8.46,9.69,15.22,50.78
90,8.47,13.36,16.16,27.85
56,8.72,10.93,14.69,23.77
31,8.9,12.39,17.99,53.63
92,8.94,9.0,13.47,28.01
93,9.19,9.48,12.44,18.42
97,9.33,10.59,15.57,46.16
52,9.42,16.74,18.68,17.79
16,9.82,11.33,15.32,37.63
44,9.9,11.52,18.7,59.43
65,10.24,18.31,26.47,60.14
98,10.61,11.48,16.71,43.69
2,11.18,11.8,15.92,27.2
9,11.19,17.77,24.86,65.64
49,11.52,15.97,17.49,13.07
77,11.76,17.25,25.39,63.2
83,11.95,18.9,23.09,31.69
70,12.09,17.13,23.83,53.95
38,12.31,19.04,21.27,17.63
71,13.43,16.58,22.79,47.9
21,13.96,14.78,21.54,64.67
64,14.17,16.86,20.97,30.82
