vehicle_id,submission_time,arrival_time,departure_time,required_energy
24,0.01,4.61,10.7,56.59
4,0.04,0.19,7.52,63.47
31,0.08,1.08,7.37,45.2
1,0.11,5.61,9.17,23.4
13,0.28,1.35,7.46,44.89
33,0.28,0.95,2.24,7.27
35,0.36,1.06,3.29,18.36
22,0.38,0.4,5.85,47.42
3,0.38,2.86,7.59,32.78
19,0.41,1.51,6.31,31.12
5,0.43,1.52,8.62,57.86
7,0.51,0.95,5.93,34.7
32,0.62,3.89,7.24,21.05
34,0.69,0.69,1.57,7.77
10,0.85,6.51,8.26,14.54
6,0.89,2.51,6.62,34.66
30,1.25,2.16,5.16,24.98
37,1.43,8.0,11.59,24.81
21,1.5,6.83,9.23,15.9
29,1.51,1.56,7.36,44.74
38,1.54,5.71,10.62,40.89
16,1.58,2.98,3.82,7.65
23,1.63,5.47,12.76,63.39
27,1.93,5.5,12.85,57.48
8,2.43,2.61,5.09,17.95
18,2.61,3.24,8.51,37.32
9,3.09,5.49,12.12,55.29
15,3.17,3.57,8.07,32.05
11,3.48,3.71,4.76,10.39
25,3.54,5.97,12.05,58.45
26,4.52,5.19,6.37,8.54
39,4.66,5.04,10.47,40.94
2,4.68,6.11,11.12,37.25
12,4.86,6.03,12.97,48.0
14,4.91,7.37,8.84,11.04
40,5.7,5.79,10.84,46.0
20,5.76,7.66,11.18,24.82
36,5.84,6.81,10.7,29.69
28,6.34,7.44,9.36,13.67
17,6.58,6.58,9.21,16.83
