vehicle_id,submission_time,arrival_time,departure_time,required_energy
29,0.01,2.1,8.23,45.9
17,0.1,0.44,2.81,17.46
1,0.13,0.2,5.24,41.87
31,0.14,3.81,11.78,63.73
24,0.16,0.4,1.88,13.72
19,0.23,0.66,3.69,28.17
40,0.25,0.34,5.43,34.76
45,0.27,2.99,8.72,39.97
49,0.34,2.26,3.26,8.02
48,0.34,1.91,2.58,6.65
27,0.35,4.23,8.26,29.64
38,0.46,0.61,7.54,59.01
37,0.49,7.08,13.76,46.82
32,0.67,3.47,5.11,14.49
5,0.68,2.36,3.65,10.75
18,0.69,1.66,2.38,5.6
39,0.91,1.88,3.15,11.68
44,0.93,1.29,6.95,49.11
7,0.95,4.34,7.25,27.64
43,1.05,1.49,2.45,8.28
36,1.18,2.72,3.86,11.17
42,1.22,3.47,7.11,31.02
41,1.3,2.79,8.75,55.01
20,1.38,1.69,5.57,31.26
9,1.45,6.91,15.1,62.0
13,1.46,5.63,7.12,12.69
3,1.65,6.03,12.1,43.27
25,1.78,6.33,9.19,23.63
11,1.83,2.23,6.92,38.53
10,1.87,4.38,6.01,9.92
12,2.06,4.71,12.23,54.29
15,2.09,2.56,8.9,58.03
14,2.13,2.9,10.05,57.4
16,2.23,9.98,12.26,16.24
30,2.44,2.96,9.99,54.51
47,2.83,4.48,7.67,21.94
22,3.34,4.3,11.28,62.96
34,3.35,5.26,9.06,36.76
33,3.36,3.61,9.04,38.45
46,3.38,3.88,5.73,16.96
23,3.39,8.94,12.93,28.45
28,3.71,7.92,12.09,37.66
6,3.98,9.83,14.84,31.14
2,4.04,5.22,9.95,37.25
35,4.32,4.64,8.03,29.82
50,4.7,5.94,9.81,26.66
21,5.03,6.28,8.17,15.1
26,5.68,7.4,9.83,16.06
4,5.93,7.89,12.89,35.33
8,7.63,8.05,9.21,9.06
