vehicle_id,submission_time,arrival_time,departure_time,required_energy
12,0.1,1.06,6.56,48.29
20,0.11,3.11,5.01,14.05
6,0.13,1.91,4.91,18.72
2,0.16,0.76,2.38,11.04
8,0.24,0.32,5.16,31.11
17,0.3,0.33,6.25,53.75
5,0.32,0.32,3.11,21.0
11,0.34,0.34,5.76,53.26
1,0.36,1.17,7.92,61.16
18,0.45,3.84,8.03,36.72
16,0.49,1.62,7.17,40.02
10,0.54,1.46,3.99,20.64
7,0.55,2.66,6.05,26.2
13,0.57,2.67,7.46,32.66
3,0.93,2.74,6.67,37.16
9,1.15,2.37,9.55,56.82
14,1.41,1.61,5.28,23.27
19,1.55,1.75,8.68,48.24
4,1.81,1.83,6.96,44.97
15,2.11,3.33,10.21,51.18
