vehicle_id,submission_time,arrival_time,departure_time,required_energy
34,0.04,2.4,9.87,55.93
24,0.06,1.06,4.72,24.07
13,0.1,0.3,3.16,23.82
9,0.11,4.22,8.07,29.71
30,0.13,5.66,10.19,27.77
8,0.16,1.05,7.35,54.28
39,0.24,2.93,8.33,35.53
33,0.26,0.77,6.95,61.66
20,0.3,1.96,5.04,20.0
36,0.33,0.54,3.61,25.34
17,0.33,0.38,3.48,23.46
18,0.44,1.02,3.12,19.93
32,0.48,1.49,7.55,53.36
6,0.6,2.98,7.67,31.18
16,0.66,2.68,9.63,49.9
31,0.74,5.76,7.63,16.99
40,0.94,6.25,8.56,19.04
2,1.34,2.91,8.27,52.3
22,1.38,2.15,3.8,9.76
29,1.43,4.45,6.94,16.18
5,1.7,7.99,13.42,35.68
37,1.72,4.53,5.84,10.89
12,1.73,3.97,5.69,11.79
23,1.81,2.24,5.82,24.54
25,1.94,3.51,7.82,42.23
21,2.26,7.95,13.37,35.82
14,2.35,7.69,15.2,65.17
27,2.57,6.02,9.93,34.92
28,2.75,3.14,9.81,54.32
38,3.06,3.87,9.82,47.22
10,3.5,5.93,7.21,7.85
26,3.77,6.25,11.55,47.86
4,4.06,7.82,14.49,55.6
19,4.23,7.62,15.21,57.86
15,4.33,7.55,9.3,11.0
7,4.48,6.48,8.65,13.74
11,4.64,7.31,11.19,36.2
3,4.9,6.76,12.8,48.18
35,5.89,7.92,11.69,35.12
1,6.22,7.8,10.11,14.9
