vehicle_id,submission_time,arrival_time,departure_time,required_energy
16,0.01,8.32,15.73,64.54
7,0.07,0.88,2.55,14.19
6,0.08,9.48,10.54,7.32
5,0.1,7.6,9.76,15.28
11,0.15,0.21,6.02,53.83
40,0.18,2.13,7.66,52.29
28,0.19,0.21,7.62,61.31
31,0.19,7.67,12.72,36.72
15,0.23,5.85,7.49,9.92
34,0.3,2.54,5.6,22.15
27,0.34,2.73,8.32,53.57
19,0.36,4.99,10.38,41.55
25,0.47,2.64,6.41,32.49
49,0.57,0.68,2.96,20.24
50,0.62,5.67,10.4,40.18
22,0.83,2.23,3.85,9.91
39,0.86,1.13,2.75,12.08
17,0.87,1.77,7.27,48.03
30,0.89,3.63,5.47,10.97
33,0.94,2.1,9.58,56.13
8,1.0,2.1,7.32,42.54
13,1.01,1.32,8.55,51.68
38,1.02,3.73,7.27,26.46
3,1.06,3.21,7.32,25.63
48,1.23,1.61,8.88,54.78
29,1.27,2.35,3.77,9.69
35,1.29,7.11,13.56,49.93
36,1.31,5.1,11.16,53.2
37,1.4,7.43,9.64,21.2
4,1.44,4.45,7.02,25.24
46,1.77,4.25,6.54,13.37
44,1.97,7.39,12.33,49.07
21,1.98,8.48,13.74,48.4
42,1.99,8.46,16.98,64.31
45,2.05,3.68,6.57,20.32
12,2.53,2.69,8.89,60.82
23,2.81,6.68,13.06,59.43
24,3.62,7.54,9.67,13.15
18,3.75,6.61,9.9,21.62
10,3.93,7.06,10.5,33.09
47,3.94,5.19,9.58,29.89
14,4.17,8.94,13.78,44.85
9,4.32,9.09,12.04,26.11
2,4.42,7.03,12.74,45.64
1,4.68,5.63,12.03,55.74
32,4.81,4.94,8.72,35.34
41,5.04,7.46,11.12,31.68
43,5.81,9.14,12.83,32.55
26,6.29,8.58,9.81,10.74
20,9.16,9.71,13.67,34.71
