vehicle_id,submission_time,arrival_time,departure_time,required_energy
11,0.02,0.25,5.62,53.7
152,0.02,0.08,2.32,20.5
183,0.08,0.44,4.22,37.85
36,0.08,0.1,6.96,62.96
143,0.1,0.74,7.09,58.27
193,0.13,0.73,2.02,11.81
94,0.18,0.33,3.92,32.92
189,0.35,0.93,6.27,48.95
32,0.41,1.14,6.41,52.7
95,0.52,1.03,1.96,9.34
146,1.0,1.25,3.7,24.54
68,1.17,1.22,7.64,64.14
1,1.32,1.66,4.67,27.58
127,1.59,1.98,4.51,25.29
67,1.77,2.52,5.57,28.01
82,1.79,2.57,9.35,62.16
53,1.81,2.1,7.36,52.62
40,1.98,2.89,8.11,47.79
159,2.44,3.15,8.37,47.86
19,2.61,3.53,4.5,9.76
182,2.65,3.33,6.86,35.29
138,2.67,2.79,7.21,44.18
38,3.22,3.31,7.89,41.97
81,3.79,4.33,6.17,16.89
151,3.97,4.07,8.35,42.81
114,4.16,4.18,4.96,7.78
58,4.76,5.66,11.08,49.65
107,4.91,5.26,10.26,49.98
50,5.06,5.17,9.28,41.16
130,5.54,6.42,9.87,31.61
132,6.05,6.84,9.57,27.22
51,6.13,6.3,12.23,54.29
187,6.69,7.25,9.85,23.81
57,7.1,7.67,9.77,19.26
28,7.18,7.84,10.71,26.25
104,7.48,7.75,10.46,27.09
161,7.72,8.56,10.2,16.44
29,8.31,8.36,14.56,56.87
154,8.42,8.62,13.57,49.48
2,8.48,8.95,15.22,62.69
5,8.51,9.12,12.5,33.86
27,8.6,9.05,11.72,26.69
186,8.82,9.21,15.85,60.9
78,8.97,9.26,11.56,23.03
111,9.19,9.62,11.43,18.11
139,9.77,9.97,16.27,57.71
99,9.81,10.16,15.65,50.39
77,10.07,10.38,16.89,59.64
83,10.38,11.14,14.89,37.48
46,10.61,11.21,12.55,12.26
179,10.61,10.77,11.36,5.89
48,11.02,11.33,13.16,16.72
117,11.04,11.12,14.44,33.12
126,11.05,11.22,16.57,53.47
101,11.42,12.08,12.69,5.62
150,11.46,12.42,14.48,20.61
49,11.47,12.19,16.92,43.31
60,12.19,13.18,15.45,20.89
133,13.0,13.48,17.39,35.8
135,13.09,13.47,14.21,6.83
22,13.11,13.93,17.86,36.0
120,13.43,14.19,19.53,53.43
131,13.88,13.92,17.89,36.41
105,14.01,14.68,20.59,59.12
109,14.04,14.52,15.68,10.63
149,14.11,15.06,19.28,42.18
194,14.31,15.16,15.89,7.38
158,14.5,15.12,20.81,56.95
175,14.52,14.6,20.44,58.43
42,14.92,15.47,19.02,35.56
200,14.97,15.17,15.91,7.35
196,15.18,15.46,18.0,23.31
16,15.2,15.63,21.48,58.44
112,15.82,15.9,19.93,36.93
41,15.92,16.81,19.23,22.17
119,16.14,16.58,17.76,10.81
98,16.37,16.41,22.29,53.94
173,16.37,16.75,21.34,42.12
122,16.64,16.64,18.61,19.65
137,16.69,17.25,22.13,48.79
100,16.93,17.53,21.35,38.24
162,16.98,17.04,22.01,45.51
31,17.02,17.51,23.22,57.12
110,17.89,18.89,24.35,54.63
61,18.49,19.35,24.89,50.77
72,18.91,19.66,24.25,42.08
171,19.11,19.22,22.84,33.12
86,19.62,19.93,26.22,62.98
92,19.69,20.54,22.36,16.64
102,19.88,20.31,25.49,51.78
129,19.88,20.79,22.4,14.76
37,19.91,20.65,23.72,28.11
47,19.99,20.76,26.01,48.18
147,20.21,20.3,21.01,7.11
64,20.55,21.34,27.16,58.2
140,20.62,20.89,26.5,51.46
85,21.25,21.25,26.68,54.28
180,21.27,21.5,26.3,44.0
106,21.49,21.58,28.05,64.67
116,21.5,21.54,26.83,52.95
56,21.54,22.51,28.13,51.49
9,21.81,22.47,26.26,37.95
55,22.1,22.59,23.25,6.05
197,22.33,22.72,26.37,33.44
141,22.36,22.43,27.89,50.05
163,22.77,23.53,29.97,59.04
172,22.8,23.47,28.79,53.2
44,23.02,23.77,28.79,50.22
3,23.21,23.46,26.64,31.82
35,23.22,23.69,26.11,22.13
181,23.29,23.96,25.81,16.92
73,23.38,24.17,29.94,52.88
69,23.39,23.51,26.35,25.99
65,23.47,23.95,26.62,24.5
63,23.6,23.98,28.84,48.54
7,23.84,23.9,28.48,41.94
118,24.06,24.56,29.72,47.22
168,24.33,25.14,26.35,12.14
84,24.43,24.57,26.77,20.2
145,24.49,24.79,30.28,54.87
103,24.67,25.18,27.23,20.51
124,24.69,24.82,30.15,53.27
97,24.74,25.3,28.19,26.51
156,25.08,25.84,29.93,37.56
176,25.39,25.88,26.92,10.42
185,25.76,26.26,30.34,37.42
148,26.06,26.6,32.24,56.37
17,26.22,27.18,31.14,39.6
13,26.4,27.32,34.28,63.87
188,26.47,27.2,32.79,55.83
153,26.61,27.49,28.21,6.62
136,26.78,27.29,27.98,6.93
195,26.78,27.28,30.61,33.32
128,27.02,27.76,30.95,31.92
52,27.4,27.88,32.34,40.96
166,27.54,27.59,29.97,21.82
115,27.56,27.99,31.11,28.64
23,27.57,28.46,31.07,23.95
15,27.66,27.98,32.15,41.73
144,28.28,28.9,33.64,43.43
192,28.3,29.23,32.2,27.2
20,28.45,29.45,35.72,62.71
43,28.62,29.1,33.91,44.14
24,28.8,29.29,30.93,16.38
54,28.96,29.3,32.6,30.3
71,29.01,29.64,34.84,47.7
96,29.14,29.79,35.46,56.72
8,29.17,30.02,34.22,38.49
190,29.3,30.07,35.41,48.95
169,29.42,29.45,33.95,41.22
75,29.48,29.87,33.78,35.91
174,29.55,30.34,31.52,11.81
70,29.69,30.68,35.58,49.01
4,30.26,30.91,33.55,24.21
178,30.77,30.84,32.4,14.32
167,31.0,31.73,34.11,23.78
108,31.2,32.11,33.56,13.36
76,31.33,31.6,36.31,47.13
113,31.41,31.74,36.08,39.77
123,31.52,32.34,35.07,27.26
25,31.55,31.67,32.26,5.92
199,31.85,32.54,36.76,42.16
34,31.88,32.83,36.7,38.75
164,31.89,32.25,36.47,38.65
59,32.16,33.04,36.08,27.85
21,32.17,33.0,34.94,17.73
10,32.6,33.56,39.39,58.25
12,32.93,33.29,39.31,55.2
155,33.0,33.56,38.09,41.51
93,33.32,33.44,34.15,7.06
30,33.35,33.77,39.81,60.43
125,33.59,34.08,38.85,43.74
79,33.62,33.64,36.37,27.25
90,33.88,34.27,40.02,57.47
184,34.32,34.46,36.48,18.56
191,34.57,35.18,36.38,11.97
157,34.77,35.28,39.1,35.05
33,35.37,35.58,42.12,59.92
18,35.61,36.12,38.37,20.61
170,35.64,35.72,37.89,21.68
45,35.73,36.57,39.28,24.91
165,35.79,36.46,41.91,50.0
91,36.24,36.9,39.26,21.59
87,36.36,36.57,38.05,14.76
80,36.4,37.29,38.98,16.92
142,36.45,37.01,41.33,39.64
160,36.55,37.22,42.9,56.81
62,36.6,37.28,42.4,46.93
134,37.08,38.06,41.7,36.36
26,37.12,38.05,39.13,10.8
14,37.13,37.85,39.79,17.83
39,37.5,38.27,44.3,55.3
198,37.6,37.73,39.21,13.51
121,37.92,38.29,42.18,35.63
6,37.94,38.55,43.5,45.31
88,39.09,39.86,45.68,53.38
89,39.16,39.89,45.49,51.38
177,39.27,39.86,45.42,50.91
74,39.28,39.55,44.49,49.38
66,39.32,39.45,44.81,53.68
