vehicle_id,submission_time,arrival_time,departure_time,required_energy
25,0.0,0.02,2.56,18.05
62,0.08,0.13,4.34,25.84
57,0.26,0.67,4.28,35.28
68,0.28,0.45,1.72,9.01
40,0.51,0.71,5.93,36.36
70,0.79,0.87,2.88,18.41
94,0.79,1.53,8.75,64.52
100,0.84,1.32,7.29,56.46
74,1.34,2.15,4.29,12.75
92,1.41,1.9,8.05,46.97
67,1.56,1.68,4.9,24.27
58,1.82,2.34,8.4,40.61
99,1.92,2.82,3.61,6.21
43,2.07,3.04,6.74,28.49
41,2.21,3.07,9.92,49.13
93,2.43,2.55,6.33,36.12
78,2.51,3.18,6.46,23.64
90,3.24,4.02,6.6,22.22
75,3.38,3.39,9.53,42.96
88,3.58,4.19,9.15,40.32
65,3.73,3.75,6.56,18.06
56,3.99,4.92,7.68,17.27
84,4.06,4.4,7.17,24.97
42,4.64,5.09,7.9,19.26
81,4.87,5.28,8.87,34.86
26,5.65,6.41,7.6,11.25
36,5.67,5.79,6.77,9.18
6,5.78,6.3,10.64,31.37
23,6.02,6.32,9.04,23.83
49,6.09,7.04,14.2,59.31
91,6.38,6.94,12.6,45.0
2,6.48,7.39,10.93,28.87
7,6.55,7.12,8.39,9.06
51,6.62,6.64,8.23,11.63
14,6.87,7.11,10.07,27.86
18,7.11,7.79,8.74,7.83
21,7.28,7.86,12.85,48.34
29,7.29,8.02,13.24,49.14
76,7.33,7.94,9.23,10.56
16,7.45,7.66,13.25,38.66
22,7.73,8.65,10.18,8.85
48,7.79,8.65,14.65,44.61
95,7.83,8.72,9.83,7.63
77,7.86,8.61,11.58,22.35
37,9.3,9.94,12.48,16.17
3,9.49,10.28,17.57,50.28
12,9.49,9.86,14.55,44.28
32,9.56,10.14,16.11,41.19
98,9.62,10.5,17.17,59.24
55,9.81,10.8,12.32,8.4
9,9.95,10.72,14.77,28.48
83,10.13,10.97,15.54,30.87
61,10.51,10.59,18.25,65.57
8,10.54,11.35,15.52,28.6
71,11.04,11.38,18.84,53.16
72,11.07,11.7,13.6,16.06
39,11.13,11.74,17.54,56.97
20,11.31,11.69,19.27,63.2
86,11.5,11.58,17.42,44.04
15,11.76,12.61,20.87,61.54
79,11.88,12.5,17.32,40.53
80,12.06,12.96,19.89,65.85
52,12.14,12.72,16.33,30.51
19,12.34,12.39,17.09,38.34
69,12.45,12.48,16.6,29.44
46,12.66,13.38,16.59,29.62
63,12.87,13.0,19.83,64.6
38,12.98,13.01,14.89,14.11
59,13.03,13.92,17.62,25.22
11,13.19,13.47,19.15,52.72
34,13.73,13.81,18.15,36.11
33,13.86,14.62,15.6,9.07
89,14.1,14.59,16.77,13.8
31,14.19,14.3,18.61,41.29
13,14.25,14.32,20.87,43.18
17,14.49,14.87,18.59,25.25
87,14.84,15.5,20.4,44.04
28,14.99,15.56,23.44,61.56
4,15.44,15.89,19.41,20.56
1,15.64,15.77,20.74,30.85
5,15.74,15.95,19.0,20.74
50,16.24,16.29,20.44,32.4
35,16.34,16.51,17.9,10.69
27,16.38,16.49,22.81,59.57
30,16.96,17.34,23.3,41.53
85,16.99,17.36,18.93,12.55
82,17.14,17.24,20.12,27.49
64,17.28,17.93,26.68,64.6
54,17.73,18.38,22.03,24.03
44,17.87,18.52,25.68,52.41
60,18.16,18.67,24.48,52.4
53,18.55,18.93,25.65,52.45
73,18.64,19.39,25.93,50.94
66,18.66,19.4,23.12,29.74
24,18.9,19.26,21.43,13.08
10,19.12,19.81,26.49,59.39
97,19.24,19.82,27.07,56.21
45,19.38,19.85,26.55,65.31
96,19.61,19.77,25.22,45.73
47,19.78,19.9,23.66,30.23
