vehicle_id,submission_time,arrival_time,departure_time,required_energy
16,0.01,0.02,2.23,18.47
7,0.04,0.04,7.3,63.01
18,0.12,0.22,8.66,62.61
12,0.23,0.42,2.4,18.55
3,0.28,0.88,8.7,61.98
5,0.54,1.44,4.75,22.3
15,0.72,1.16,8.98,54.52
14,0.88,1.25,8.15,51.68
8,1.1,1.5,6.87,35.22
6,1.33,1.78,5.23,27.73
20,1.57,2.11,8.22,44.01
9,1.72,1.84,6.07,35.05
1,1.77,2.37,7.76,38.6
17,1.81,2.6,3.24,6.01
11,1.89,2.67,5.96,32.4
10,2.02,2.69,10.5,61.07
19,2.46,3.14,10.85,65.13
2,3.17,3.64,10.29,59.69
13,3.41,3.79,8.4,37.26
4,3.41,3.55,7.46,30.79
