vehicle_id,submission_time,arrival_time,departure_time,required_energy
39,0.1,0.11,7.43,63.43
25,0.12,0.32,7.06,61.88
29,0.14,0.42,3.57,27.7
24,0.23,1.04,7.91,47.57
13,0.24,0.51,2.64,19.59
27,1.13,1.33,4.41,21.91
40,1.2,1.51,8.06,47.81
10,1.64,2.04,8.15,52.05
26,1.68,1.69,6.47,31.4
7,2.09,2.75,5.21,24.51
28,2.25,2.4,9.87,64.92
6,2.25,2.74,4.69,17.25
21,2.62,3.19,7.64,38.23
17,3.11,3.2,8.62,41.2
31,3.28,3.72,5.23,11.03
18,3.49,4.27,5.92,10.19
9,3.76,4.05,5.64,10.85
11,3.83,4.79,9.31,41.93
36,3.84,3.96,6.34,15.52
35,4.02,4.55,6.07,8.49
5,4.08,4.42,11.67,63.07
33,4.31,4.69,8.19,25.12
34,4.54,4.92,11.03,43.07
32,4.63,5.18,8.48,20.55
38,5.07,5.87,7.67,10.23
1,5.52,5.81,11.18,39.96
2,5.57,6.31,12.24,47.09
15,5.65,5.91,11.86,56.32
19,5.65,6.31,11.68,45.24
23,5.7,6.15,8.82,16.09
16,5.81,6.48,11.71,36.28
20,5.87,6.37,14.07,65.91
30,5.99,6.9,15.68,65.92
8,6.0,6.49,10.73,36.14
37,6.96,7.89,10.27,18.12
3,7.03,7.41,13.32,46.99
22,7.05,7.79,12.97,31.85
14,7.05,7.49,11.35,30.44
12,7.11,7.35,15.76,65.42
4,7.21,7.56,9.68,16.67
