vehicle_id,submission_time,arrival_time,departure_time,required_energy
63,0.04,0.93,4.61,33.71
80,0.2,0.27,2.94,24.53
163,0.22,0.26,3.2,29.49
69,0.39,1.02,3.42,23.99
139,0.55,1.11,3.73,26.15
112,0.82,0.86,5.89,46.08
26,1.02,1.05,2.8,16.04
167,1.02,1.38,7.72,58.11
105,1.62,1.99,6.48,44.97
109,1.69,2.23,7.19,49.55
11,2.32,2.79,7.78,45.67
158,2.42,3.07,7.53,40.88
66,2.45,2.91,8.55,56.41
155,2.67,3.5,8.77,48.36
153,2.68,3.47,9.18,57.05
14,2.95,3.5,9.72,56.99
92,3.07,3.77,4.43,6.04
73,3.08,3.57,5.49,17.57
115,3.12,4.05,9.15,51.07
75,4.15,4.33,7.94,36.01
4,4.19,4.9,7.39,22.87
185,4.32,4.38,5.82,14.41
188,4.35,5.18,11.25,55.69
152,4.41,4.53,5.37,7.71
179,4.68,4.95,7.62,24.48
16,4.83,5.05,10.67,56.21
52,4.94,4.94,11.09,61.49
165,5.02,5.75,10.24,41.09
44,5.18,5.24,7.14,18.93
129,5.27,6.26,13.15,63.14
93,5.32,5.71,11.39,56.81
148,5.47,5.96,7.94,18.16
127,5.78,6.03,8.27,20.57
171,5.8,6.49,12.3,53.22
6,5.83,6.43,9.53,28.43
106,5.86,6.15,10.78,42.47
111,6.06,6.96,9.63,26.64
192,6.06,6.38,7.43,9.55
85,6.79,7.38,11.09,33.96
96,6.79,7.57,12.9,53.27
94,6.88,7.08,9.03,17.85
15,7.0,7.88,8.94,10.59
23,7.34,7.73,8.83,11.05
166,7.48,8.16,12.96,43.98
56,7.49,8.07,8.78,7.1
50,7.58,8.36,12.44,37.41
59,7.66,8.6,15.68,64.9
34,7.89,8.19,13.81,51.47
199,8.42,8.73,13.25,45.27
24,8.7,8.79,10.9,19.38
12,8.7,9.43,14.56,47.02
22,9.53,10.5,16.89,63.83
13,9.82,10.07,14.14,37.38
194,9.9,10.8,15.3,41.27
146,10.31,10.53,13.88,30.74
33,10.51,10.63,14.05,34.19
126,10.88,11.35,14.83,31.89
137,10.89,11.8,15.77,39.65
176,10.99,11.81,14.3,24.86
72,11.35,11.82,16.45,46.3
132,11.39,11.73,18.79,64.67
30,11.45,12.42,13.1,6.84
142,11.76,12.75,14.49,17.44
128,11.84,12.0,18.95,63.72
83,12.17,12.67,17.18,45.09
175,12.26,12.3,18.22,59.24
161,12.92,13.85,18.96,46.88
118,12.95,13.13,19.11,54.8
144,13.28,13.71,18.06,43.52
1,13.51,13.95,18.23,39.18
117,13.94,14.24,18.47,42.26
32,13.97,14.34,15.83,14.83
190,14.75,15.1,16.87,16.28
200,15.14,15.53,16.72,11.96
124,15.26,15.53,21.88,58.23
58,16.12,16.27,19.64,30.92
9,16.26,16.87,21.88,45.94
78,16.27,17.05,19.39,21.41
136,16.32,16.6,22.07,50.14
196,16.32,16.85,23.41,60.08
51,16.45,17.32,24.25,63.52
145,16.66,17.22,18.67,13.27
193,16.67,17.12,18.77,15.15
131,16.9,17.11,19.62,23.03
76,17.0,17.45,20.89,34.41
151,17.05,17.16,23.4,57.19
62,17.78,18.29,24.18,53.99
87,17.97,18.58,24.97,58.54
79,18.2,18.97,25.05,55.71
149,18.56,18.95,25.24,62.88
2,19.02,19.84,24.45,42.22
39,19.18,19.47,20.7,11.29
61,19.24,19.52,24.16,42.56
113,19.3,19.35,25.59,57.18
47,19.4,20.16,22.15,18.29
98,19.68,20.59,26.76,56.49
102,19.97,20.41,22.48,20.66
122,20.16,20.63,24.1,31.82
74,20.27,20.48,27.59,65.24
43,20.38,20.52,24.53,36.79
119,20.56,21.51,28.7,65.92
134,20.58,21.24,22.6,12.43
70,21.03,21.9,25.36,34.64
38,21.88,22.52,28.51,59.86
197,21.96,22.32,26.23,35.89
18,22.31,22.47,26.97,44.97
130,22.31,22.65,28.82,56.59
101,22.33,22.66,29.09,58.88
21,22.54,22.96,25.91,29.53
157,22.85,23.43,28.4,49.76
54,23.03,23.22,25.03,16.63
125,23.09,23.82,28.02,42.0
7,23.2,23.78,29.06,52.81
67,23.2,24.13,30.71,60.26
27,23.41,23.54,27.32,37.72
41,23.87,23.99,30.36,58.35
88,24.33,25.19,28.52,33.24
3,24.49,25.31,29.57,42.61
154,24.58,25.43,30.63,47.67
81,24.95,25.93,32.92,64.11
20,24.98,25.41,28.65,32.34
53,25.0,25.63,31.12,50.36
135,25.04,25.99,26.71,6.58
178,25.37,26.19,29.63,31.48
121,25.62,26.22,29.31,30.9
36,25.74,26.69,31.28,42.08
95,25.87,26.24,29.35,31.08
8,26.09,26.61,27.58,9.64
89,26.14,26.75,31.5,47.54
49,26.32,26.7,32.05,49.02
189,26.45,26.46,28.15,15.46
177,26.46,27.17,30.79,33.23
107,26.61,26.65,27.47,8.17
168,26.69,27.33,31.41,40.79
104,26.86,27.04,30.33,32.96
84,27.32,28.18,34.57,58.57
150,27.6,28.05,34.53,64.79
160,27.61,28.06,31.74,33.74
31,27.89,28.45,34.76,57.8
164,28.23,29.17,31.25,20.87
57,28.28,29.09,33.71,46.19
143,28.4,29.27,30.83,14.25
156,28.48,29.29,35.85,60.15
60,28.66,29.38,34.98,55.98
108,28.72,29.04,31.04,18.28
17,28.83,29.09,32.37,32.72
25,29.13,29.71,32.89,29.13
45,29.85,30.76,37.15,63.91
183,30.28,30.46,35.73,48.37
10,30.53,31.46,33.16,16.96
180,30.54,30.72,36.82,60.97
116,30.81,30.85,33.49,24.22
91,30.9,31.47,36.83,49.16
174,31.07,31.55,36.01,44.63
71,31.14,31.55,35.24,36.92
141,31.14,32.02,33.07,9.61
103,31.57,32.51,35.45,29.46
187,32.19,32.42,37.26,48.42
172,32.22,32.86,34.42,15.64
77,32.26,32.59,33.41,7.57
147,32.4,32.65,33.66,9.27
5,32.57,32.82,35.51,26.93
28,32.61,32.93,37.45,45.22
186,32.68,32.79,35.62,25.97
37,32.7,33.13,34.91,17.74
110,33.17,33.8,39.66,53.72
133,33.18,33.67,39.81,56.29
55,33.42,34.15,39.8,51.78
