vehicle_id,submission_time,arrival_time,departure_time,required_energy
43,0.0,0.18,6.23,55.37
21,0.06,0.09,2.96,24.86
2,0.17,0.41,6.54,56.83
37,0.18,1.05,5.54,30.9
17,0.45,0.64,5.04,33.7
48,0.98,1.19,4.55,23.33
24,1.0,1.47,8.55,50.21
36,1.01,1.78,10.27,63.69
49,1.17,1.9,2.67,5.58
34,1.22,1.36,2.47,8.94
18,1.25,2.13,5.16,26.07
12,1.59,1.8,2.56,7.09
10,1.66,1.67,6.93,50.59
27,1.78,2.67,6.85,32.75
3,2.02,2.89,8.43,54.25
29,2.07,2.6,8.63,53.99
46,2.45,2.76,7.91,44.94
15,2.64,3.45,7.44,27.9
45,2.66,2.96,6.74,30.32
23,2.67,2.72,11.25,62.76
30,3.18,4.03,10.2,41.35
22,3.57,4.43,6.91,23.35
20,3.91,3.99,9.72,50.14
9,4.24,4.41,8.51,29.96
42,4.75,4.75,8.2,24.37
1,4.84,5.83,8.22,16.43
50,4.93,5.24,11.57,55.71
31,5.16,5.4,7.2,10.09
25,5.34,5.61,10.42,39.61
26,5.83,5.92,6.61,6.09
11,5.84,6.33,8.5,21.26
6,5.97,6.91,9.35,23.86
33,5.98,6.08,13.42,62.69
47,6.15,7.12,9.75,18.69
14,6.17,6.19,14.86,65.5
16,6.41,6.9,10.38,24.57
39,6.53,6.55,8.27,17.01
35,6.72,6.86,8.46,10.0
40,7.42,7.76,12.02,40.81
41,7.79,8.28,14.36,42.68
13,7.83,8.24,15.43,59.08
8,8.66,9.11,13.69,30.83
28,8.68,9.65,16.18,54.76
4,8.7,8.88,16.04,57.64
44,8.83,9.37,10.47,8.7
7,9.01,9.13,11.19,15.18
19,9.02,9.24,12.11,23.06
38,9.06,9.52,14.01,42.09
5,9.37,9.54,14.6,41.83
32,9.56,9.92,16.8,57.05
