vehicle_id,submission_time,arrival_time,departure_time,required_energy
60,0.0,0.08,1.35,11.65
108,0.01,0.18,2.89,24.81
46,0.02,0.05,2.77,24.92
36,0.15,1.12,5.34,38.69
185,0.38,0.83,4.97,37.99
65,0.58,0.87,5.53,42.73
72,0.77,1.58,6.75,47.38
174,0.92,1.56,8.11,60.08
92,1.24,1.67,5.44,34.59
93,1.3,2.2,3.65,14.52
22,1.4,2.21,4.79,25.85
150,1.5,1.8,3.31,13.83
132,1.9,2.04,7.63,51.21
159,2.11,2.57,4.05,13.57
96,2.25,2.39,5.91,35.21
123,2.61,3.03,6.91,38.87
169,2.63,2.64,6.27,36.37
97,2.93,3.1,4.76,16.53
17,3.05,3.09,7.12,40.28
156,3.06,3.67,8.45,47.83
13,3.18,3.47,8.77,48.59
41,3.45,3.85,9.21,53.67
76,3.52,3.68,9.36,52.12
106,3.59,4.23,5.13,8.32
40,3.64,4.46,7.61,28.85
136,4.0,4.58,5.96,12.65
81,4.02,4.51,10.27,57.58
127,4.08,4.13,6.22,20.98
85,4.08,4.21,5.06,7.83
51,4.11,4.2,7.06,28.65
144,4.3,4.43,8.05,36.27
39,4.54,5.06,9.21,37.99
120,4.67,5.39,7.37,18.22
1,4.77,5.7,9.81,41.0
21,5.09,5.91,8.82,29.12
26,5.2,5.47,7.44,19.73
137,5.32,5.57,7.54,18.13
155,5.57,5.6,9.15,35.51
163,6.35,6.99,14.13,65.38
53,6.45,6.86,11.88,46.0
54,7.06,7.71,8.49,7.79
45,7.07,7.56,13.81,57.35
57,7.34,8.13,9.03,9.04
38,7.37,8.35,10.07,15.74
101,7.54,8.02,8.88,8.63
187,7.6,8.08,14.93,62.73
14,7.63,8.48,9.79,11.98
61,7.86,8.49,11.49,29.97
82,7.96,8.66,15.08,64.15
152,8.12,8.71,14.94,62.27
181,8.14,8.52,10.12,15.97
121,9.65,9.98,16.23,62.54
98,9.71,10.25,17.38,65.41
135,9.75,10.55,13.59,27.79
66,9.83,10.53,16.68,56.39
178,10.55,11.41,18.01,60.47
162,10.96,11.46,17.66,61.98
116,11.02,11.3,13.56,22.59
131,11.09,11.26,11.93,6.71
189,11.14,11.63,16.06,44.35
27,11.16,11.19,12.65,14.54
125,11.27,11.58,15.82,38.87
84,12.24,12.33,18.16,58.26
167,12.47,13.3,16.15,28.49
161,12.51,12.59,13.29,6.97
29,13.32,14.03,18.0,39.65
109,13.46,14.33,20.47,56.36
195,13.71,14.37,21.01,60.85
176,13.85,13.98,19.45,50.15
154,13.86,14.66,21.24,60.24
18,13.93,13.97,16.81,28.38
78,14.06,14.35,15.09,6.7
10,14.16,14.52,18.56,37.0
88,14.38,14.93,15.87,8.65
12,14.41,14.56,16.7,19.65
9,14.61,15.24,18.07,25.87
179,14.76,15.03,18.35,33.14
165,15.08,15.29,20.76,54.78
168,15.1,16.03,17.88,18.48
79,15.1,15.93,22.32,63.98
171,15.11,15.16,19.33,41.76
86,15.19,15.69,17.62,17.64
198,15.31,15.42,21.66,62.4
68,15.4,15.97,16.93,9.54
200,15.46,16.32,20.29,36.37
104,15.94,16.0,22.77,62.03
140,16.22,16.43,19.06,24.08
184,16.57,17.38,21.9,45.24
42,17.1,17.52,22.21,43.05
47,17.28,17.29,20.9,36.19
153,17.31,17.39,19.92,25.28
73,17.69,18.64,24.67,60.33
30,17.97,18.67,23.02,39.83
124,17.99,18.3,23.5,47.67
119,18.32,18.67,25.81,65.45
28,18.47,19.41,25.74,58.06
20,18.65,18.81,24.04,47.93
43,18.88,19.57,25.21,51.77
173,19.88,20.46,26.32,53.78
190,19.91,20.02,22.25,22.3
6,19.99,20.44,25.73,48.46
32,20.09,20.3,25.66,49.12
94,20.14,20.88,21.96,10.79
164,20.75,21.09,27.53,64.43
118,21.12,21.89,22.77,8.8
146,21.22,21.96,27.65,56.9
99,21.24,22.13,22.83,7.07
134,21.72,22.16,23.19,9.45
139,21.93,22.52,26.5,36.51
37,21.99,22.59,29.14,60.06
160,22.26,22.99,29.41,64.26
170,22.63,23.27,24.89,14.9
69,22.68,22.9,26.1,31.96
2,22.9,22.96,26.26,33.06
117,24.09,24.56,25.7,11.4
141,24.13,25.12,30.08,45.46
186,24.13,24.6,27.21,26.14
175,24.27,24.83,30.16,48.81
158,24.75,25.05,28.71,36.58
110,25.02,25.75,32.27,65.18
95,25.07,25.29,29.96,46.74
8,25.19,25.35,30.91,55.57
196,25.43,26.26,28.98,27.22
182,25.53,25.67,29.56,35.67
55,25.58,25.95,31.64,56.93
63,25.86,26.76,32.91,56.33
126,26.53,27.47,28.77,11.99
83,27.08,27.96,34.28,63.2
50,27.45,27.98,33.56,51.16
149,27.69,27.92,30.22,21.05
25,27.91,28.84,34.37,55.31
33,28.22,29.01,31.05,18.78
192,28.28,28.45,32.67,42.16
15,28.31,28.46,30.32,17.08
77,28.6,29.48,31.97,24.99
151,28.79,29.13,32.14,27.54
70,29.9,30.52,34.47,36.27
177,30.02,30.95,33.36,24.05
56,30.21,30.81,33.37,23.46
191,30.26,30.37,35.93,55.56
75,30.28,30.61,35.34,43.35
115,30.72,31.38,34.61,29.63
71,30.89,31.68,34.14,24.56
44,31.01,31.78,33.54,16.17
130,31.22,31.72,37.14,54.23
111,31.23,31.35,38.32,63.93
193,31.25,31.98,37.83,53.6
166,31.92,32.86,34.49,14.94
103,32.11,32.29,34.14,18.48
133,32.15,32.28,39.43,65.49
31,32.19,33.12,38.22,50.94
80,33.04,33.9,38.68,43.79
148,33.29,33.76,37.64,38.88
35,33.46,33.88,35.63,16.08
74,33.69,33.88,34.8,9.21
48,33.91,34.82,39.29,44.78
