vehicle_id,submission_time,arrival_time,departure_time,required_energy
61,0.0,0.31,2.8,21.75
90,0.04,0.41,5.46,48.13
57,0.05,0.23,7.07,62.21
13,0.14,0.18,1.52,9.9
30,0.29,0.73,4.46,34.63
53,0.36,1.14,4.92,30.32
23,0.54,0.83,3.73,21.75
58,1.19,1.83,6.18,36.21
14,1.29,1.93,5.94,31.53
63,1.62,2.53,8.85,48.12
98,1.81,2.33,7.5,36.1
94,2.08,2.74,5.54,26.95
88,2.13,2.34,4.05,14.95
6,2.39,3.2,9.39,45.0
77,2.76,3.32,7.62,31.08
45,2.99,3.92,10.05,39.94
10,3.62,4.1,6.53,19.22
35,3.87,4.02,5.06,8.87
5,4.02,4.2,9.07,41.37
59,4.12,4.56,6.81,16.32
50,4.36,4.75,10.7,40.28
92,4.46,5.18,12.12,50.35
44,4.94,5.91,12.92,65.66
62,5.22,5.73,10.99,37.06
69,5.3,5.78,12.08,56.35
78,5.3,5.84,6.77,8.46
86,5.46,5.57,12.22,58.09
3,5.79,5.84,9.65,34.29
96,6.02,6.27,12.93,43.61
60,6.04,6.74,11.68,43.3
70,6.11,7.05,12.39,51.49
22,6.48,7.46,12.87,36.79
79,6.65,7.05,12.76,48.84
38,6.66,7.28,13.04,45.15
80,6.77,6.84,9.9,23.41
7,6.88,7.83,10.86,29.52
2,7.15,7.88,13.16,45.16
85,7.16,8.05,13.98,44.84
73,7.38,8.23,10.6,16.73
34,7.71,8.43,9.3,6.05
31,8.01,8.08,15.45,58.3
76,8.03,8.53,14.04,55.12
9,8.12,8.4,9.28,5.94
21,8.3,8.6,9.6,9.59
1,8.39,9.11,15.71,55.21
4,8.59,8.97,13.52,30.76
75,8.8,9.57,13.77,38.93
87,8.84,9.57,11.46,12.9
18,8.86,9.06,12.49,32.41
39,9.09,9.84,12.35,24.3
26,9.26,9.43,16.23,56.23
66,9.42,10.33,14.6,31.5
47,9.6,10.44,16.27,56.73
74,9.69,10.34,11.25,7.66
20,9.78,10.25,14.27,31.7
40,9.79,10.37,14.28,26.06
64,9.93,10.0,12.75,22.74
71,10.07,10.46,12.99,22.39
99,10.08,10.78,12.7,12.11
36,10.53,11.01,12.32,10.91
91,10.61,11.59,12.48,6.5
11,10.86,11.18,12.37,11.07
29,11.02,11.57,15.08,31.77
12,11.08,11.18,18.07,60.15
32,11.26,11.3,18.47,50.37
95,11.52,12.45,19.63,51.23
33,11.53,12.04,14.2,19.67
41,11.75,12.46,18.19,37.62
48,11.85,11.85,14.6,26.48
17,12.12,12.4,15.47,23.82
97,12.44,12.77,17.82,45.18
81,12.73,13.05,19.67,54.9
65,12.86,13.28,14.25,6.41
25,13.34,13.53,20.04,48.33
55,13.9,14.04,15.18,9.53
16,14.0,14.02,20.3,44.19
49,14.45,15.07,16.61,10.45
43,14.99,15.66,19.17,23.95
84,15.11,15.4,23.29,59.93
46,15.17,15.19,23.3,65.53
28,15.53,16.0,17.21,7.1
37,15.71,16.7,24.66,58.9
56,15.78,16.27,19.02,26.85
72,15.86,16.72,23.73,61.7
27,16.1,16.5,23.3,61.69
15,16.85,17.16,24.29,59.3
100,17.18,18.17,23.55,40.93
54,17.43,17.54,23.02,38.04
52,17.8,18.14,23.4,41.12
67,17.9,17.96,19.29,13.01
42,17.93,18.75,24.89,44.89
89,18.12,18.21,23.31,34.33
19,18.2,18.43,22.38,33.97
83,18.23,18.34,25.92,60.48
68,18.44,19.25,22.13,20.0
82,18.45,19.34,22.95,22.11
51,18.49,19.15,24.42,50.87
93,18.56,19.24,25.72,58.76
24,18.62,19.18,24.04,38.29
8,19.63,19.74,22.8,20.51
