vehicle_id,submission_time,arrival_time,departure_time,required_energy
20,0.0,0.0,5.65,49.91
31,0.13,0.4,3.0,21.71
29,0.15,0.27,5.75,46.3
35,0.17,1.14,4.49,27.37
34,0.27,1.11,7.4,59.35
12,0.28,0.48,7.73,54.65
1,0.3,1.22,6.81,44.28
13,0.47,0.71,8.05,65.16
38,0.63,1.58,7.69,60.01
19,0.97,1.27,7.08,51.58
8,1.03,2.02,3.17,7.86
9,1.16,1.84,3.99,15.29
14,1.26,1.29,2.26,6.13
17,1.77,2.24,8.33,45.6
37,1.98,2.71,8.23,49.52
25,2.51,2.8,3.63,5.63
16,2.72,2.73,5.12,20.61
11,3.05,3.96,10.49,45.56
27,3.4,3.89,12.17,65.57
30,3.5,4.42,5.59,6.93
10,3.79,4.05,7.63,29.34
2,3.84,4.74,11.67,53.18
32,3.9,4.04,11.75,63.54
28,3.92,4.11,8.43,30.63
21,4.09,4.32,9.96,37.25
5,4.63,5.12,7.56,19.62
26,4.78,5.21,10.39,34.77
6,5.15,5.74,10.52,30.22
18,5.91,5.95,7.2,10.23
40,6.19,6.83,9.63,20.13
23,6.39,7.02,10.63,33.71
3,6.4,7.34,11.82,34.2
39,6.41,6.83,8.95,12.34
15,6.48,6.61,14.0,50.96
24,6.55,6.62,8.94,15.05
33,6.72,6.82,10.78,30.96
36,6.77,7.72,11.39,28.17
7,6.8,7.71,13.13,53.57
22,6.81,7.28,14.47,59.58
4,6.89,7.23,10.98,29.89
