vehicle_id,submission_time,arrival_time,departure_time,required_energy
1,0.08,0.36,5.86,54.19
3,0.09,0.55,6.12,38.82
9,0.16,1.12,4.74,33.48
10,0.4,1.35,3.97,19.34
6,0.52,0.89,9.52,63.59
4,0.83,1.7,8.77,56.51
15,1.28,1.44,3.55,16.26
11,1.32,1.38,2.71,10.16
18,1.37,2.36,6.42,29.37
2,1.58,2.47,10.24,56.99
7,1.63,1.97,3.86,18.4
5,1.73,2.27,3.37,8.48
19,1.78,2.37,7.55,43.03
20,1.95,2.12,7.96,44.0
13,2.0,2.05,3.45,9.17
14,2.26,3.25,4.85,8.92
8,2.29,2.73,7.52,33.84
16,2.44,3.02,4.28,7.72
12,2.92,3.67,11.42,63.95
17,3.22,3.43,6.35,24.96
