vehicle_id,submission_time,arrival_time,departure_time,required_energy
61,0.01,0.03,3.74,31.17
72,0.17,0.8,1.79,8.0
79,0.28,0.7,4.46,36.52
88,0.84,0.97,5.26,30.64
77,1.29,1.33,9.9,64.7
53,1.31,2.16,6.65,39.57
91,1.37,2.23,3.63,12.54
59,1.39,1.76,8.33,63.93
1,1.45,1.64,4.14,23.57
20,1.5,1.56,7.14,42.17
60,1.52,2.05,5.74,32.9
29,1.57,2.04,8.48,47.95
100,1.63,2.23,10.77,64.51
83,2.03,3.01,8.62,36.31
40,2.46,3.39,5.32,11.99
87,2.8,2.99,6.78,36.05
38,3.08,3.36,7.3,29.85
97,3.08,3.63,10.79,53.59
19,3.24,3.54,8.77,43.52
36,3.37,3.5,6.86,32.61
41,3.55,3.81,8.8,43.93
14,3.76,4.69,8.52,24.37
25,3.8,4.39,9.23,40.76
74,4.29,4.6,6.29,10.57
6,4.38,4.6,9.45,32.1
98,4.61,5.22,9.76,29.09
52,4.7,4.83,9.57,30.28
35,4.71,5.48,10.79,38.97
70,4.74,5.54,11.41,51.1
96,5.21,5.66,11.51,47.95
5,5.3,6.21,7.41,7.64
4,5.66,6.66,8.94,18.32
86,5.67,6.46,9.55,25.14
69,5.89,5.9,10.78,31.79
39,5.99,6.1,14.98,65.45
28,6.16,6.2,9.56,21.89
2,6.31,7.19,8.83,15.39
49,6.41,6.5,12.29,56.43
56,7.0,7.1,8.6,10.82
62,7.73,8.07,14.48,52.15
95,8.34,8.95,10.29,12.77
34,8.37,8.56,14.54,39.18
84,8.38,9.31,13.02,31.06
42,8.44,8.94,13.88,40.88
18,8.55,8.75,16.22,64.37
21,9.13,10.09,13.42,26.5
43,9.27,9.51,15.26,47.39
9,9.28,9.9,13.38,21.44
45,9.69,10.47,13.93,31.28
27,9.88,10.73,13.74,29.05
92,10.14,10.39,18.38,63.66
64,10.15,10.86,12.69,11.95
13,10.43,10.86,15.64,36.13
81,10.81,11.37,12.35,7.98
65,10.96,11.52,16.36,42.13
73,11.1,11.35,14.92,24.92
32,11.3,11.55,12.75,7.24
10,11.44,11.88,14.78,22.6
11,11.95,12.48,13.95,8.52
26,12.17,13.15,15.51,17.13
93,12.2,13.04,16.22,20.15
8,12.67,13.43,18.01,28.75
85,12.89,13.69,21.26,52.08
24,13.16,13.87,17.19,23.6
22,13.22,13.9,15.74,15.16
66,13.32,13.4,20.6,58.41
90,13.41,13.76,19.39,38.2
82,13.44,13.51,17.39,32.96
16,13.55,13.87,21.3,58.3
57,13.92,14.25,19.52,41.69
37,14.09,14.25,20.99,50.14
12,14.16,14.45,15.69,9.35
48,14.22,15.22,22.98,65.97
80,14.52,14.71,20.95,46.44
67,14.6,15.06,15.92,5.89
78,14.64,15.51,23.29,54.02
7,15.05,15.73,23.28,57.26
47,15.11,15.18,20.66,41.91
94,15.17,16.13,20.46,33.95
50,15.23,15.94,20.93,47.82
30,15.32,16.06,19.6,29.43
17,15.87,16.68,19.7,19.51
71,16.04,16.61,19.73,30.0
89,16.08,16.86,24.48,56.54
55,16.25,16.67,18.89,19.29
68,16.47,16.7,20.54,33.98
51,16.61,17.6,21.61,25.82
76,17.12,17.98,22.77,38.79
46,17.39,17.45,22.6,46.9
31,17.66,17.69,22.9,47.86
58,17.69,18.46,24.57,47.61
15,17.78,18.42,22.51,28.42
23,17.88,17.91,23.37,41.58
44,17.9,18.11,25.44,64.38
33,17.96,18.32,22.09,25.53
63,18.06,18.38,21.02,24.37
54,18.2,19.13,23.02,30.27
75,18.53,19.49,24.25,37.7
99,19.08,19.62,27.93,64.32
3,19.31,19.72,21.32,13.86
