vehicle_id,submission_time,arrival_time,departure_time,required_energy
88,0.01,0.06,5.56,45.9
72,0.05,0.74,8.46,57.97
6,0.08,0.26,6.51,43.8
82,0.18,0.39,6.45,39.22
2,0.28,0.68,2.58,15.4
23,0.31,1.06,3.64,18.01
68,0.38,1.0,8.28,54.99
31,0.72,0.81,4.73,28.18
43,1.0,1.9,6.4,43.02
96,1.43,2.07,4.02,17.26
66,1.94,2.68,10.13,62.56
16,2.09,3.05,9.09,51.81
77,2.49,2.67,9.74,54.11
76,2.66,3.01,8.29,45.98
78,2.66,2.86,4.75,12.3
40,2.98,3.96,10.61,46.27
65,3.1,3.71,9.18,45.19
97,3.68,3.88,9.67,51.37
89,3.69,3.76,11.25,60.03
17,3.9,4.51,11.71,61.76
98,4.12,4.75,11.11,55.19
48,4.15,5.06,11.47,48.25
13,5.04,5.39,11.76,58.31
80,5.31,6.24,12.39,41.43
19,5.36,6.03,11.25,35.99
85,5.71,5.92,12.69,50.01
67,6.19,7.11,14.2,57.64
47,7.76,8.61,12.22,25.63
60,8.54,9.37,10.59,7.04
33,8.66,9.34,16.4,51.91
32,8.74,8.9,11.09,17.97
62,8.78,9.35,15.06,46.51
29,8.83,9.24,12.17,23.81
46,8.91,8.98,12.48,31.09
93,8.91,9.86,16.21,51.04
11,9.44,10.38,17.24,57.23
55,9.8,9.82,15.92,44.59
22,10.26,10.69,13.92,25.05
99,10.45,10.96,17.33,59.18
45,10.48,11.24,15.83,39.1
1,10.63,11.4,14.59,21.26
26,10.64,11.16,17.79,43.01
3,10.7,10.76,17.27,53.56
100,10.73,11.04,13.61,22.39
75,10.78,11.44,12.37,7.4
4,11.34,11.82,15.03,26.21
58,11.38,11.7,14.3,17.04
51,11.5,11.87,15.66,35.0
69,11.91,12.88,15.84,22.83
74,11.96,12.08,13.81,9.73
27,12.28,13.0,14.93,17.92
83,12.52,13.41,17.78,31.51
37,12.68,13.4,14.61,7.32
21,12.68,12.87,14.8,18.55
91,12.91,13.28,14.67,9.93
64,12.95,13.94,18.51,34.75
49,13.06,13.92,19.67,56.17
42,13.18,13.34,17.88,37.55
30,13.29,13.64,18.65,36.75
36,13.32,13.33,16.56,25.42
79,13.36,13.46,19.48,58.34
35,13.71,13.87,15.12,10.05
44,13.77,13.86,17.37,25.87
39,13.87,13.96,15.53,12.69
5,14.48,15.16,20.36,34.61
12,14.78,15.13,19.39,37.95
9,15.04,15.32,21.65,47.94
56,15.1,15.49,22.51,62.03
18,15.22,15.67,19.19,27.96
28,15.32,15.95,17.77,10.15
81,15.48,15.57,22.63,51.25
61,15.73,16.67,18.15,12.89
50,15.73,16.57,23.97,55.41
24,15.98,16.35,17.57,8.02
8,16.27,17.11,20.37,24.77
73,16.32,16.45,18.08,11.99
84,16.63,17.15,19.55,22.8
63,16.75,17.19,18.55,8.74
57,16.77,17.18,22.03,43.3
54,16.85,17.8,22.25,31.03
41,17.11,17.78,20.78,18.72
95,17.28,17.3,21.55,32.24
38,17.35,17.55,22.24,37.66
53,17.36,17.38,23.09,49.51
70,17.63,17.93,19.72,9.99
90,18.02,18.81,26.28,63.97
10,18.05,18.97,24.83,57.41
34,18.09,18.48,21.23,22.69
94,18.26,18.31,25.66,52.32
14,18.32,18.75,25.12,50.79
52,18.33,18.39,22.15,24.46
25,18.85,19.6,20.8,8.14
71,18.9,19.34,23.14,28.04
15,18.99,19.93,27.12,58.82
92,19.03,19.51,25.9,43.23
20,19.1,19.83,25.5,39.68
59,19.28,19.68,25.67,55.44
87,19.46,19.7,24.82,47.61
86,19.52,19.71,24.08,34.22
7,19.53,19.9,26.21,53.25
