vehicle_id,submission_time,arrival_time,departure_time,required_energy
8,0.03,0.33,2.18,10.6
10,0.3,0.71,4.53,30.37
3,0.38,1.13,5.82,30.53
45,0.39,0.51,2.24,16.92
47,0.49,0.52,6.23,44.78
15,0.52,0.62,5.67,44.95
35,0.62,1.31,3.12,16.08
17,0.68,1.58,4.52,23.54
43,0.96,1.68,4.04,17.62
40,1.03,1.85,4.43,21.3
41,1.15,1.81,8.48,48.3
22,1.29,1.34,6.07,45.76
14,1.36,1.53,4.39,22.96
21,1.62,2.31,3.21,5.89
9,1.74,1.86,8.66,58.63
25,1.81,2.2,7.64,52.48
28,1.83,2.74,8.52,47.43
30,2.15,2.82,6.14,28.18
26,2.24,2.28,5.57,24.23
23,2.79,2.93,7.84,47.18
20,3.21,4.07,9.91,51.33
12,3.44,3.48,10.34,59.66
50,3.61,3.68,6.65,22.27
6,3.69,4.06,10.6,45.92
44,4.22,4.33,7.9,28.5
32,5.13,5.58,10.49,30.93
19,5.27,5.86,8.94,25.66
1,5.41,6.26,8.06,15.77
5,5.61,6.46,8.04,9.88
27,5.94,6.27,13.99,57.37
31,6.48,6.59,14.83,63.57
24,6.56,6.78,8.3,13.17
37,6.65,6.79,13.06,46.45
16,6.69,6.96,7.72,6.75
4,6.74,7.45,10.09,15.43
49,7.08,7.32,8.75,8.53
42,7.17,7.71,14.27,46.58
2,7.2,8.15,12.03,36.21
39,7.38,7.76,11.04,26.92
36,7.38,7.83,12.27,39.59
13,7.41,7.98,14.98,57.62
46,7.54,7.57,15.15,59.0
7,7.97,8.92,11.2,15.66
33,8.05,8.6,11.92,28.96
34,8.38,8.74,14.79,45.5
48,8.41,8.94,14.55,45.17
18,8.48,8.81,9.99,11.59
29,9.12,9.55,16.59,60.08
38,9.15,9.91,12.29,17.66
11,9.84,9.97,11.51,11.98
