vehicle_id,submission_time,arrival_time,departure_time,required_energy
2,0.14,1.12,6.68,52.33
1,1.39,1.67,7.54,44.06
26,1.53,1.83,5.1,25.37
19,1.73,1.98,5.07,26.73
15,2.04,2.77,10.25,65.84
5,2.08,2.18,8.52,46.72
23,2.25,3.04,6.84,25.39
29,2.9,3.55,9.71,54.25
31,3.21,3.58,6.9,21.37
6,3.45,3.66,8.69,35.26
10,3.56,4.25,10.52,42.96
9,3.97,4.49,6.55,17.03
3,4.5,4.55,6.87,17.78
8,4.5,4.86,7.21,21.0
17,4.66,5.33,13.55,64.6
35,4.99,5.73,9.67,34.88
12,5.09,5.27,8.31,19.84
11,5.3,6.28,8.48,17.82
33,5.3,6.1,6.79,6.83
20,5.42,5.65,9.71,34.49
24,5.62,6.56,9.34,17.2
40,5.73,6.16,13.23,64.44
28,5.78,6.62,10.56,25.62
14,5.93,6.62,10.08,31.79
7,5.99,6.9,8.36,8.63
22,6.01,6.23,8.23,15.19
4,6.02,6.32,12.85,64.76
38,6.17,7.04,14.14,57.6
21,6.23,6.63,12.36,39.68
39,6.35,7.0,8.66,12.27
25,6.67,7.14,8.38,11.36
32,6.71,7.01,14.43,61.83
30,6.88,7.04,12.88,48.79
18,7.08,7.59,13.34,55.03
27,7.11,7.9,13.98,54.09
36,7.16,7.18,13.44,53.32
34,7.17,7.94,13.22,49.19
13,7.33,7.96,12.11,41.2
16,7.39,7.52,11.48,39.54
37,7.44,7.64,10.51,21.79
