vehicle_id,submission_time,arrival_time,departure_time,required_energy
16,0.24,0.29,4.16,26.72
13,0.27,0.42,4.9,36.36
2,0.33,1.25,6.41,35.58
3,0.37,0.55,2.35,17.48
10,0.43,1.24,4.69,31.56
1,0.87,1.6,4.55,27.97
7,0.91,0.97,5.65,38.05
9,0.95,1.22,1.88,6.66
12,0.97,1.56,7.61,40.48
15,1.26,1.93,7.05,36.57
18,1.36,2.11,3.36,8.58
8,1.57,2.08,6.3,33.21
4,1.64,2.35,8.04,41.45
14,1.86,2.09,8.14,59.92
20,1.92,2.27,5.83,33.12
5,2.04,2.2,5.74,23.85
19,2.34,3.18,6.66,24.05
11,2.45,2.88,9.42,43.38
6,2.52,2.53,4.72,20.32
17,3.82,3.93,10.01,44.75
