vehicle_id,submission_time,arrival_time,departure_time,required_energy
24,0.06,0.09,5.06,49.41
15,0.1,0.13,2.9,20.64
3,0.18,0.44,4.44,34.06
34,0.3,0.83,6.28,51.05
31,0.33,1.07,6.43,49.59
30,0.38,0.71,8.84,65.02
35,0.44,0.9,7.6,47.01
11,0.55,0.69,4.72,37.99
2,0.76,0.93,4.96,37.29
9,0.92,1.42,7.32,39.5
38,1.02,1.07,3.4,17.01
12,1.08,1.65,6.21,28.45
36,1.22,1.77,2.86,6.45
40,1.27,1.29,6.07,46.79
39,1.7,2.54,9.42,65.05
32,1.92,2.45,5.19,17.53
14,2.19,2.67,9.04,55.32
28,2.22,2.56,8.97,50.11
26,2.77,3.56,5.87,16.56
13,3.34,3.9,7.13,32.19
17,3.36,4.3,7.56,20.82
7,3.5,4.14,5.45,12.73
18,3.6,3.8,7.51,36.83
8,3.76,3.91,7.96,36.48
19,4.15,4.31,11.18,62.21
20,4.2,4.79,10.86,44.92
27,4.24,5.17,11.68,54.82
5,4.42,4.61,12.6,58.67
6,5.34,6.12,13.27,52.89
22,5.44,5.67,13.14,65.24
23,5.66,6.47,7.48,6.18
4,5.86,6.29,8.9,19.56
33,6.04,6.69,9.3,16.91
21,6.06,6.14,12.8,52.69
16,6.23,7.0,8.18,8.52
37,6.36,7.14,12.88,43.7
1,6.65,6.82,8.26,13.75
25,6.96,7.42,13.95,57.49
29,7.34,7.51,15.62,59.89
10,7.49,7.75,9.02,8.73
